"","id","value","location","sample.date","measure","Year"
"33",2409,0,"Boonsri",1998-05-09,"Arsenic","1998"
"34",2771,0,"Boonsri",1998-05-09,"Arsenic","1998"
"35",5232,0,"Chai",1998-05-20,"Arsenic","1998"
"36",5716,0,"Chai",1998-05-20,"Arsenic","1998"
"37",6194,0,"Chai",1998-05-20,"Arsenic","1998"
"38",8479,0,"Kannika",1998-05-26,"Arsenic","1998"
"39",8960,0,"Kannika",1998-05-26,"Arsenic","1998"
"40",9443,0,"Kannika",1998-05-26,"Arsenic","1998"
"41",2448,0,"Boonsri",1998-06-06,"Arsenic","1998"
"42",2810,0,"Boonsri",1998-06-06,"Arsenic","1998"
"43",4873,0,"Kohsoom",1998-06-27,"Arsenic","1998"
"44",5272,0,"Chai",1998-06-28,"Arsenic","1998"
"45",5756,0,"Chai",1998-06-28,"Arsenic","1998"
"46",6234,0,"Chai",1998-06-28,"Arsenic","1998"
"47",6556,0,"Somchair",1998-06-29,"Arsenic","1998"
"48",8519,0,"Kannika",1998-06-29,"Arsenic","1998"
"49",9000,0,"Kannika",1998-06-29,"Arsenic","1998"
"50",9483,0,"Kannika",1998-06-29,"Arsenic","1998"
"51",9931,0,"Sakda",1998-06-30,"Arsenic","1998"
"52",2490,0,"Boonsri",1998-07-11,"Arsenic","1998"
"53",2852,0,"Boonsri",1998-07-11,"Arsenic","1998"
"54",5313,0,"Chai",1998-07-23,"Arsenic","1998"
"55",5797,0,"Chai",1998-07-23,"Arsenic","1998"
"56",6275,0,"Chai",1998-07-23,"Arsenic","1998"
"57",8560,0,"Kannika",1998-07-26,"Arsenic","1998"
"58",9041,0,"Kannika",1998-07-26,"Arsenic","1998"
"59",9524,0,"Kannika",1998-07-26,"Arsenic","1998"
"60",2530,0,"Boonsri",1998-08-08,"Arsenic","1998"
"61",2893,0,"Boonsri",1998-08-08,"Arsenic","1998"
"62",4915,0,"Kohsoom",1998-08-22,"Arsenic","1998"
"63",5359,0,"Chai",1998-08-23,"Arsenic","1998"
"64",5837,0,"Chai",1998-08-23,"Arsenic","1998"
"65",6315,0,"Chai",1998-08-23,"Arsenic","1998"
"66",6597,0,"Somchair",1998-08-24,"Arsenic","1998"
"67",8606,0,"Kannika",1998-08-25,"Arsenic","1998"
"68",9081,0,"Kannika",1998-08-25,"Arsenic","1998"
"69",9564,0,"Kannika",1998-08-25,"Arsenic","1998"
"70",9973,0,"Sakda",1998-08-26,"Arsenic","1998"
"71",2570,0,"Boonsri",1998-09-05,"Arsenic","1998"
"72",2933,0,"Boonsri",1998-09-05,"Arsenic","1998"
"73",8646,0,"Kannika",1998-09-20,"Arsenic","1998"
"74",9121,0,"Kannika",1998-09-20,"Arsenic","1998"
"75",9604,0,"Kannika",1998-09-20,"Arsenic","1998"
"76",5399,0,"Chai",1998-09-27,"Arsenic","1998"
"77",5877,0,"Chai",1998-09-27,"Arsenic","1998"
"78",6355,0,"Chai",1998-09-27,"Arsenic","1998"
"79",4955,0,"Kohsoom",1998-10-01,"Arsenic","1998"
"80",2610,0,"Boonsri",1998-10-03,"Arsenic","1998"
"81",2973,0,"Boonsri",1998-10-03,"Arsenic","1998"
"82",8686,0,"Kannika",1998-10-23,"Arsenic","1998"
"83",9161,0,"Kannika",1998-10-23,"Arsenic","1998"
"84",9644,0,"Kannika",1998-10-23,"Arsenic","1998"
"85",9770,0,"Sakda",1998-10-24,"Arsenic","1998"
"86",10013,0,"Sakda",1998-10-24,"Arsenic","1998"
"87",10133,0,"Sakda",1998-10-24,"Arsenic","1998"
"88",6757,0,"Busarakhan",1998-10-29,"Arsenic","1998"
"89",5439,0,"Chai",1998-10-30,"Arsenic","1998"
"90",5917,0,"Chai",1998-10-30,"Arsenic","1998"
"91",6395,0,"Chai",1998-10-30,"Arsenic","1998"
"92",6637,0,"Somchair",1998-10-30,"Arsenic","1998"
"93",2650,0,"Boonsri",1998-11-07,"Arsenic","1998"
"94",3013,0,"Boonsri",1998-11-07,"Arsenic","1998"
"95",4995,0,"Kohsoom",1998-11-14,"Arsenic","1998"
"96",8726,0,"Kannika",1998-11-20,"Arsenic","1998"
"97",9201,0,"Kannika",1998-11-20,"Arsenic","1998"
"98",9684,0,"Kannika",1998-11-20,"Arsenic","1998"
"99",9810,0,"Sakda",1998-11-20,"Arsenic","1998"
"100",10053,0,"Sakda",1998-11-20,"Arsenic","1998"
"101",10173,0,"Sakda",1998-11-20,"Arsenic","1998"
"102",5479,0,"Chai",1998-11-26,"Arsenic","1998"
"103",5957,0,"Chai",1998-11-26,"Arsenic","1998"
"104",6435,0,"Chai",1998-11-26,"Arsenic","1998"
"105",6677,0,"Somchair",1998-11-28,"Arsenic","1998"
"106",6797,0,"Busarakhan",1998-11-28,"Arsenic","1998"
"107",2690,0,"Boonsri",1998-12-05,"Arsenic","1998"
"108",3053,0,"Boonsri",1998-12-05,"Arsenic","1998"
"109",9850,0,"Sakda",1998-12-10,"Arsenic","1998"
"110",10093,0,"Sakda",1998-12-10,"Arsenic","1998"
"111",10213,0,"Sakda",1998-12-10,"Arsenic","1998"
"112",5035,0,"Kohsoom",1998-12-13,"Arsenic","1998"
"113",8760,0,"Kannika",1998-12-17,"Arsenic","1998"
"114",9241,0,"Kannika",1998-12-17,"Arsenic","1998"
"115",9724,0,"Kannika",1998-12-17,"Arsenic","1998"
"116",5519,0,"Chai",1998-12-18,"Arsenic","1998"
"117",5997,0,"Chai",1998-12-18,"Arsenic","1998"
"118",6475,0,"Chai",1998-12-18,"Arsenic","1998"
"119",6717,0,"Somchair",1998-12-19,"Arsenic","1998"
"120",6837,0,"Busarakhan",1998-12-19,"Arsenic","1998"
"121",515243,2.227,"Busarakhan",2004-03-14,"Arsenic","2004"
"122",521502,0.622,"Sakda",2004-03-19,"Arsenic","2004"
"123",512463,0.1,"Chai",2004-03-21,"Arsenic","2004"
"124",502432,0.242,"Boonsri",2004-03-26,"Arsenic","2004"
"125",510521,0.819,"Kohsoom",2004-03-28,"Arsenic","2004"
"126",910497,0.58,"Kannika",2008-01-10,"Arsenic","2008"
"127",911400,0.63,"Kannika",2008-01-10,"Arsenic","2008"
"128",912317,0.44,"Kannika",2008-01-10,"Arsenic","2008"
"129",913221,0.46,"Sakda",2008-01-12,"Arsenic","2008"
"130",914176,0.55,"Sakda",2008-01-12,"Arsenic","2008"
"131",915141,0.53,"Sakda",2008-01-12,"Arsenic","2008"
"132",902209,0.45,"Chai",2008-01-18,"Arsenic","2008"
"133",903334,0.46,"Chai",2008-01-18,"Arsenic","2008"
"134",904468,0.47,"Chai",2008-01-18,"Arsenic","2008"
"135",905582,0.36,"Somchair",2008-02-03,"Arsenic","2008"
"136",906171,0.21,"Busarakhan",2008-02-03,"Arsenic","2008"
"137",902257,0.2,"Chai",2008-02-15,"Arsenic","2008"
"138",903382,0.24,"Chai",2008-02-15,"Arsenic","2008"
"139",904516,0.26,"Chai",2008-02-15,"Arsenic","2008"
"140",913274,0.2,"Sakda",2008-02-23,"Arsenic","2008"
"141",914229,0.5,"Sakda",2008-02-23,"Arsenic","2008"
"142",915194,0.44,"Sakda",2008-02-23,"Arsenic","2008"
"143",913362,0.41,"Sakda",2008-04-11,"Arsenic","2008"
"144",914317,0.41,"Sakda",2008-04-11,"Arsenic","2008"
"145",915282,0.38,"Sakda",2008-04-11,"Arsenic","2008"
"146",910590,0.28,"Kannika",2008-04-14,"Arsenic","2008"
"147",911493,0.3,"Kannika",2008-04-14,"Arsenic","2008"
"148",912410,0.28,"Kannika",2008-04-14,"Arsenic","2008"
"149",902393,0.25,"Chai",2008-04-28,"Arsenic","2008"
"150",903518,0.28,"Chai",2008-04-28,"Arsenic","2008"
"151",904652,0.3,"Chai",2008-04-28,"Arsenic","2008"
"152",905664,0.48,"Somchair",2008-05-03,"Arsenic","2008"
"153",906254,0.39,"Busarakhan",2008-05-03,"Arsenic","2008"
"154",902468,0.2,"Chai",2008-05-31,"Arsenic","2008"
"155",903593,0.2,"Chai",2008-05-31,"Arsenic","2008"
"156",904727,0.21,"Chai",2008-05-31,"Arsenic","2008"
"157",903661,0.35,"Chai",2008-06-12,"Arsenic","2008"
"158",914426,0.39,"Sakda",2008-06-13,"Arsenic","2008"
"159",911600,0.43,"Kannika",2008-06-15,"Arsenic","2008"
"160",905774,0.84,"Somchair",2008-06-26,"Arsenic","2008"
"161",906364,0.84,"Busarakhan",2008-06-26,"Arsenic","2008"
"162",889529,1.31,"Boonsri",2008-07-11,"Arsenic","2008"
"163",891074,0.96,"Boonsri",2008-07-11,"Arsenic","2008"
"164",892508,1.47,"Boonsri",2008-07-11,"Arsenic","2008"
"165",889599,1.7,"Boonsri",2008-07-25,"Arsenic","2008"
"166",891144,2,"Boonsri",2008-07-25,"Arsenic","2008"
"167",892578,1.2,"Boonsri",2008-07-25,"Arsenic","2008"
"168",901435,1.1,"Kohsoom",2008-07-27,"Arsenic","2008"
"169",913595,0.51,"Sakda",2008-09-06,"Arsenic","2008"
"170",914560,0.56,"Sakda",2008-09-06,"Arsenic","2008"
"171",915514,0.5,"Sakda",2008-09-06,"Arsenic","2008"
"172",910817,0.4,"Kannika",2008-09-07,"Arsenic","2008"
"173",911734,0.42,"Kannika",2008-09-07,"Arsenic","2008"
"174",912640,0.44,"Kannika",2008-09-07,"Arsenic","2008"
"175",902714,0.41,"Chai",2008-09-11,"Arsenic","2008"
"176",903850,0.49,"Chai",2008-09-11,"Arsenic","2008"
"177",904972,0.55,"Chai",2008-09-11,"Arsenic","2008"
"178",905909,0.56,"Somchair",2008-09-21,"Arsenic","2008"
"179",906499,0.31,"Busarakhan",2008-09-21,"Arsenic","2008"
"180",910871,0.081,"Kannika",2008-10-12,"Arsenic","2008"
"181",911788,0.07,"Kannika",2008-10-12,"Arsenic","2008"
"182",912694,0.052,"Kannika",2008-10-12,"Arsenic","2008"
"183",913649,0.1,"Sakda",2008-10-12,"Arsenic","2008"
"184",914614,0.092,"Sakda",2008-10-12,"Arsenic","2008"
"185",915568,0.083,"Sakda",2008-10-12,"Arsenic","2008"
"186",902788,0.085,"Chai",2008-10-17,"Arsenic","2008"
"187",903924,0.098,"Chai",2008-10-17,"Arsenic","2008"
"188",905046,0.097,"Chai",2008-10-17,"Arsenic","2008"
"189",905963,0.11,"Somchair",2008-10-19,"Arsenic","2008"
"190",906554,0.098,"Busarakhan",2008-10-19,"Arsenic","2008"
"191",910926,0.39,"Kannika",2008-11-07,"Arsenic","2008"
"192",911843,0.41,"Kannika",2008-11-07,"Arsenic","2008"
"193",912749,0.45,"Kannika",2008-11-07,"Arsenic","2008"
"194",913704,0.45,"Sakda",2008-11-07,"Arsenic","2008"
"195",914669,0.48,"Sakda",2008-11-07,"Arsenic","2008"
"196",915623,0.51,"Sakda",2008-11-07,"Arsenic","2008"
"197",902860,0.25,"Chai",2008-11-15,"Arsenic","2008"
"198",903995,0.44,"Chai",2008-11-15,"Arsenic","2008"
"199",905118,0.38,"Chai",2008-11-15,"Arsenic","2008"
"200",906018,0.39,"Somchair",2008-11-17,"Arsenic","2008"
"201",906609,0.51,"Busarakhan",2008-11-17,"Arsenic","2008"
"202",906072,1,"Somchair",2008-12-05,"Arsenic","2008"
"203",906663,0.86,"Busarakhan",2008-12-05,"Arsenic","2008"
"204",910981,0.93,"Kannika",2008-12-12,"Arsenic","2008"
"205",911898,0.98,"Kannika",2008-12-12,"Arsenic","2008"
"206",912804,0.95,"Kannika",2008-12-12,"Arsenic","2008"
"207",913759,0.86,"Sakda",2008-12-12,"Arsenic","2008"
"208",914724,0.93,"Sakda",2008-12-12,"Arsenic","2008"
"209",915678,0.84,"Sakda",2008-12-12,"Arsenic","2008"
"210",906119,1,"Somchair",2008-12-15,"Arsenic","2008"
"211",906714,0.95,"Busarakhan",2008-12-15,"Arsenic","2008"
"212",1011198,0.5,"Achara",2009-01-15,"Arsenic","2009"
"213",1010814,2.03,"Decha",2009-01-21,"Arsenic","2009"
"214",1011246,0.5,"Achara",2009-02-13,"Arsenic","2009"
"215",1010844,0.5,"Decha",2009-02-17,"Arsenic","2009"
"216",1010887,0.5,"Decha",2009-03-17,"Arsenic","2009"
"217",1011294,0.5,"Achara",2009-03-19,"Arsenic","2009"
"218",1011343,1.7,"Achara",2009-04-17,"Arsenic","2009"
"219",1020456,1.5,"Kannika",2009-04-17,"Arsenic","2009"
"220",1021551,1.9,"Kannika",2009-04-17,"Arsenic","2009"
"221",1022707,1.7,"Kannika",2009-04-17,"Arsenic","2009"
"222",1023864,1.4,"Sakda",2009-04-17,"Arsenic","2009"
"223",1024985,1,"Sakda",2009-04-17,"Arsenic","2009"
"224",1026106,1.2,"Sakda",2009-04-17,"Arsenic","2009"
"225",1005740,1.3,"Chai",2009-04-18,"Arsenic","2009"
"226",1007128,1.7,"Chai",2009-04-18,"Arsenic","2009"
"227",1008490,1.5,"Chai",2009-04-18,"Arsenic","2009"
"228",1009462,2.3,"Somchair",2009-04-25,"Arsenic","2009"
"229",1010238,1.8,"Busarakhan",2009-04-25,"Arsenic","2009"
"230",1020524,1.6,"Kannika",2009-05-08,"Arsenic","2009"
"231",1021618,1.4,"Kannika",2009-05-08,"Arsenic","2009"
"232",1022775,1.4,"Kannika",2009-05-08,"Arsenic","2009"
"233",1023932,1.2,"Sakda",2009-05-08,"Arsenic","2009"
"234",1025053,1.3,"Sakda",2009-05-08,"Arsenic","2009"
"235",1026174,1.3,"Sakda",2009-05-08,"Arsenic","2009"
"236",1005828,1.4,"Chai",2009-05-21,"Arsenic","2009"
"237",1007216,1.2,"Chai",2009-05-21,"Arsenic","2009"
"238",1008578,1.4,"Chai",2009-05-21,"Arsenic","2009"
"239",1009529,1.2,"Somchair",2009-05-25,"Arsenic","2009"
"240",1010305,1.2,"Busarakhan",2009-05-25,"Arsenic","2009"
"241",1011414,0.5,"Achara",2009-06-12,"Arsenic","2009"
"242",1020591,1,"Kannika",2009-06-12,"Arsenic","2009"
"243",1021685,1.04,"Kannika",2009-06-12,"Arsenic","2009"
"244",1022842,1.1,"Kannika",2009-06-12,"Arsenic","2009"
"245",1023999,1.1,"Sakda",2009-06-12,"Arsenic","2009"
"246",1025120,1.4,"Sakda",2009-06-12,"Arsenic","2009"
"247",1026241,1.4,"Sakda",2009-06-12,"Arsenic","2009"
"248",1005912,1,"Chai",2009-06-14,"Arsenic","2009"
"249",1007300,1.1,"Chai",2009-06-14,"Arsenic","2009"
"250",1008662,1,"Chai",2009-06-14,"Arsenic","2009"
"251",1009596,1,"Somchair",2009-06-28,"Arsenic","2009"
"252",1010372,0.88,"Busarakhan",2009-06-28,"Arsenic","2009"
"253",1005993,1,"Chai",2009-07-09,"Arsenic","2009"
"254",1007381,0.95,"Chai",2009-07-09,"Arsenic","2009"
"255",1008743,1,"Chai",2009-07-09,"Arsenic","2009"
"256",1011454,1.4,"Achara",2009-07-11,"Arsenic","2009"
"257",1020656,0.92,"Kannika",2009-07-11,"Arsenic","2009"
"258",1021750,0.94,"Kannika",2009-07-11,"Arsenic","2009"
"259",1022907,0.9,"Kannika",2009-07-11,"Arsenic","2009"
"260",1009659,2.3,"Somchair",2009-07-26,"Arsenic","2009"
"261",1010435,1.9,"Busarakhan",2009-07-26,"Arsenic","2009"
"262",1020721,0.59,"Kannika",2009-08-08,"Arsenic","2009"
"263",1021815,0.63,"Kannika",2009-08-08,"Arsenic","2009"
"264",1022972,0.61,"Kannika",2009-08-08,"Arsenic","2009"
"265",1024127,1,"Sakda",2009-08-08,"Arsenic","2009"
"266",1025248,1.2,"Sakda",2009-08-08,"Arsenic","2009"
"267",1026369,1.1,"Sakda",2009-08-08,"Arsenic","2009"
"268",1006074,1,"Chai",2009-08-23,"Arsenic","2009"
"269",1007462,1.2,"Chai",2009-08-23,"Arsenic","2009"
"270",1008824,1.3,"Chai",2009-08-23,"Arsenic","2009"
"271",1009719,0.91,"Somchair",2009-08-28,"Arsenic","2009"
"272",1010495,1.2,"Busarakhan",2009-08-28,"Arsenic","2009"
"273",1024192,1,"Sakda",2009-09-07,"Arsenic","2009"
"274",1025313,1.1,"Sakda",2009-09-07,"Arsenic","2009"
"275",1026434,1,"Sakda",2009-09-07,"Arsenic","2009"
"276",1020787,1.2,"Kannika",2009-09-09,"Arsenic","2009"
"277",1021881,1.4,"Kannika",2009-09-09,"Arsenic","2009"
"278",1023038,1.5,"Kannika",2009-09-09,"Arsenic","2009"
"279",1006158,1,"Chai",2009-09-22,"Arsenic","2009"
"280",1007546,1,"Chai",2009-09-22,"Arsenic","2009"
"281",1008908,0.91,"Chai",2009-09-22,"Arsenic","2009"
"282",1009784,0.83,"Somchair",2009-09-24,"Arsenic","2009"
"283",1024285,0.91,"Sakda",2009-10-08,"Arsenic","2009"
"284",1025406,0.95,"Sakda",2009-10-08,"Arsenic","2009"
"285",1026554,0.97,"Sakda",2009-10-08,"Arsenic","2009"
"286",1020852,0.77,"Kannika",2009-10-10,"Arsenic","2009"
"287",1021981,0.89,"Kannika",2009-10-10,"Arsenic","2009"
"288",1023165,0.9,"Kannika",2009-10-10,"Arsenic","2009"
"289",1011566,1,"Achara",2009-10-11,"Arsenic","2009"
"290",1006262,0.91,"Chai",2009-10-19,"Arsenic","2009"
"291",1007624,0.92,"Chai",2009-10-19,"Arsenic","2009"
"292",1009012,0.95,"Chai",2009-10-19,"Arsenic","2009"
"293",1009873,1.1,"Somchair",2009-10-30,"Arsenic","2009"
"294",1010621,0.88,"Busarakhan",2009-10-30,"Arsenic","2009"
"295",1020910,0.55,"Kannika",2009-11-13,"Arsenic","2009"
"296",1022039,0.62,"Kannika",2009-11-13,"Arsenic","2009"
"297",1023223,0.5,"Kannika",2009-11-13,"Arsenic","2009"
"298",1024343,0.82,"Sakda",2009-11-13,"Arsenic","2009"
"299",1025464,0.7,"Sakda",2009-11-13,"Arsenic","2009"
"300",1026612,0.78,"Sakda",2009-11-13,"Arsenic","2009"
"301",1009961,0.87,"Somchair",2009-11-14,"Arsenic","2009"
"302",1010709,0.89,"Busarakhan",2009-11-14,"Arsenic","2009"
"303",1006368,0.88,"Chai",2009-11-16,"Arsenic","2009"
"304",1007730,0.8,"Chai",2009-11-16,"Arsenic","2009"
"305",1009118,0.79,"Chai",2009-11-16,"Arsenic","2009"
"306",1011607,0.5,"Achara",2009-11-19,"Arsenic","2009"
"307",1006462,0.7,"Chai",2009-12-05,"Arsenic","2009"
"308",1007824,0.65,"Chai",2009-12-05,"Arsenic","2009"
"309",1009212,0.71,"Chai",2009-12-05,"Arsenic","2009"
"310",1020968,0.52,"Kannika",2009-12-05,"Arsenic","2009"
"311",1022124,0.62,"Kannika",2009-12-05,"Arsenic","2009"
"312",1023281,0.6,"Kannika",2009-12-05,"Arsenic","2009"
"313",1024401,0.82,"Sakda",2009-12-05,"Arsenic","2009"
"314",1025522,0.8,"Sakda",2009-12-05,"Arsenic","2009"
"315",1026670,0.75,"Sakda",2009-12-05,"Arsenic","2009"
"316",1010018,0.81,"Somchair",2009-12-19,"Arsenic","2009"
"317",1010766,0.52,"Busarakhan",2009-12-19,"Arsenic","2009"
"318",1349128,1,"Kannika",2010-01-10,"Arsenic","2010"
"319",1349737,0.93,"Kannika",2010-01-10,"Arsenic","2010"
"320",1350346,0.9,"Kannika",2010-01-10,"Arsenic","2010"
"321",1350955,1.2,"Sakda",2010-01-10,"Arsenic","2010"
"322",1351564,1,"Sakda",2010-01-10,"Arsenic","2010"
"323",1352173,1,"Sakda",2010-01-10,"Arsenic","2010"
"324",1328309,0.5,"Achara",2010-01-16,"Arsenic","2010"
"325",1341159,0.83,"Chai",2010-01-17,"Arsenic","2010"
"326",1342363,0.87,"Chai",2010-01-17,"Arsenic","2010"
"327",1343567,0.91,"Chai",2010-01-17,"Arsenic","2010"
"328",1326723,1.1,"Somchair",2010-01-24,"Arsenic","2010"
"329",1327319,0.75,"Busarakhan",2010-01-24,"Arsenic","2010"
"330",1354602,2.6,"Kohsoom",2010-01-28,"Arsenic","2010"
"331",1349180,1.1,"Kannika",2010-02-07,"Arsenic","2010"
"332",1349789,0.89,"Kannika",2010-02-07,"Arsenic","2010"
"333",1350398,0.97,"Kannika",2010-02-07,"Arsenic","2010"
"334",1351007,0.95,"Sakda",2010-02-07,"Arsenic","2010"
"335",1351616,0.78,"Sakda",2010-02-07,"Arsenic","2010"
"336",1352225,0.9,"Sakda",2010-02-07,"Arsenic","2010"
"337",1326773,1.3,"Somchair",2010-02-14,"Arsenic","2010"
"338",1327369,1.4,"Busarakhan",2010-02-14,"Arsenic","2010"
"339",1354659,2.1,"Kohsoom",2010-02-18,"Arsenic","2010"
"340",1328355,0.5,"Achara",2010-02-20,"Arsenic","2010"
"341",1341258,0.92,"Chai",2010-02-20,"Arsenic","2010"
"342",1342462,0.97,"Chai",2010-02-20,"Arsenic","2010"
"343",1343666,1.1,"Chai",2010-02-20,"Arsenic","2010"
"344",1349231,0.95,"Kannika",2010-03-12,"Arsenic","2010"
"345",1349840,1,"Kannika",2010-03-12,"Arsenic","2010"
"346",1350449,1,"Kannika",2010-03-12,"Arsenic","2010"
"347",1351058,1.2,"Sakda",2010-03-12,"Arsenic","2010"
"348",1351667,1.4,"Sakda",2010-03-12,"Arsenic","2010"
"349",1352276,0.9,"Sakda",2010-03-12,"Arsenic","2010"
"350",1341351,0.81,"Chai",2010-03-18,"Arsenic","2010"
"351",1342555,0.83,"Chai",2010-03-18,"Arsenic","2010"
"352",1343759,0.85,"Chai",2010-03-18,"Arsenic","2010"
"353",1328412,0.5,"Achara",2010-03-19,"Arsenic","2010"
"354",1326821,1,"Somchair",2010-03-20,"Arsenic","2010"
"355",1327417,0.93,"Busarakhan",2010-03-20,"Arsenic","2010"
"356",1354716,1.12,"Kohsoom",2010-03-24,"Arsenic","2010"
"357",1349277,0.98,"Kannika",2010-04-08,"Arsenic","2010"
"358",1349886,0.99,"Kannika",2010-04-08,"Arsenic","2010"
"359",1350495,0.9,"Kannika",2010-04-08,"Arsenic","2010"
"360",1351104,1.3,"Sakda",2010-04-08,"Arsenic","2010"
"361",1351713,1.1,"Sakda",2010-04-08,"Arsenic","2010"
"362",1352322,1.3,"Sakda",2010-04-08,"Arsenic","2010"
"363",1328481,0.5,"Achara",2010-04-16,"Arsenic","2010"
"364",1341445,0.98,"Chai",2010-04-16,"Arsenic","2010"
"365",1342649,0.87,"Chai",2010-04-16,"Arsenic","2010"
"366",1343853,0.85,"Chai",2010-04-16,"Arsenic","2010"
"367",1326867,1.2,"Somchair",2010-04-18,"Arsenic","2010"
"368",1327463,1.1,"Busarakhan",2010-04-18,"Arsenic","2010"
"369",1354773,2.5,"Kohsoom",2010-04-21,"Arsenic","2010"
"370",1324743,1.6,"Boonsri",2010-04-22,"Arsenic","2010"
"371",1325477,2.5,"Boonsri",2010-04-22,"Arsenic","2010"
"372",1326147,1.8,"Boonsri",2010-04-22,"Arsenic","2010"
"373",1341533,0.93,"Chai",2010-05-09,"Arsenic","2010"
"374",1342737,0.9,"Chai",2010-05-09,"Arsenic","2010"
"375",1343941,0.87,"Chai",2010-05-09,"Arsenic","2010"
"376",1349325,1.4,"Kannika",2010-05-14,"Arsenic","2010"
"377",1349934,1.2,"Kannika",2010-05-14,"Arsenic","2010"
"378",1350543,1.3,"Kannika",2010-05-14,"Arsenic","2010"
"379",1351152,1.5,"Sakda",2010-05-14,"Arsenic","2010"
"380",1351761,1.3,"Sakda",2010-05-14,"Arsenic","2010"
"381",1352370,0.98,"Sakda",2010-05-14,"Arsenic","2010"
"382",1324802,1.9,"Boonsri",2010-05-19,"Arsenic","2010"
"383",1325536,2.2,"Boonsri",2010-05-19,"Arsenic","2010"
"384",1326206,2.4,"Boonsri",2010-05-19,"Arsenic","2010"
"385",1328528,1.3,"Achara",2010-05-20,"Arsenic","2010"
"386",1326913,1.3,"Somchair",2010-05-22,"Arsenic","2010"
"387",1327509,0.95,"Busarakhan",2010-05-22,"Arsenic","2010"
"388",1354831,2,"Kohsoom",2010-05-26,"Arsenic","2010"
"389",1326965,2.5,"Somchair",2010-06-13,"Arsenic","2010"
"390",1327561,1.9,"Busarakhan",2010-06-13,"Arsenic","2010"
"391",1328565,0.8,"Achara",2010-06-17,"Arsenic","2010"
"392",1341643,1.2,"Chai",2010-06-17,"Arsenic","2010"
"393",1342847,1.4,"Chai",2010-06-17,"Arsenic","2010"
"394",1344051,1.4,"Chai",2010-06-17,"Arsenic","2010"
"395",1349377,1.1,"Kannika",2010-06-19,"Arsenic","2010"
"396",1349986,0.83,"Kannika",2010-06-19,"Arsenic","2010"
"397",1350595,0.75,"Kannika",2010-06-19,"Arsenic","2010"
"398",1351204,1,"Sakda",2010-06-19,"Arsenic","2010"
"399",1351813,0.89,"Sakda",2010-06-19,"Arsenic","2010"
"400",1352422,0.81,"Sakda",2010-06-19,"Arsenic","2010"
"401",1324856,2.7,"Boonsri",2010-06-23,"Arsenic","2010"
"402",1325590,2.9,"Boonsri",2010-06-23,"Arsenic","2010"
"403",1326260,3.1,"Boonsri",2010-06-23,"Arsenic","2010"
"404",1354885,2.6,"Kohsoom",2010-06-23,"Arsenic","2010"
"405",1341741,1,"Chai",2010-07-15,"Arsenic","2010"
"406",1342945,0.97,"Chai",2010-07-15,"Arsenic","2010"
"407",1344149,0.9,"Chai",2010-07-15,"Arsenic","2010"
"408",1328619,1.7,"Achara",2010-07-16,"Arsenic","2010"
"409",1349429,0.98,"Kannika",2010-07-18,"Arsenic","2010"
"410",1350038,0.98,"Kannika",2010-07-18,"Arsenic","2010"
"411",1350647,1,"Kannika",2010-07-18,"Arsenic","2010"
"412",1351256,0.9,"Sakda",2010-07-18,"Arsenic","2010"
"413",1351865,0.95,"Sakda",2010-07-18,"Arsenic","2010"
