"","location","sample.date","AGOC-3A","Arsenic","Chlorodinine","Methylosmoline","Date","Year"
"80","Boonsri","15-Feb-98",0,1,0,0,1998-02-15,1998
"81","Boonsri","15-Mar-13",0,3,0,0,2013-03-15,2013
"82","Boonsri","15-Mar-14",0,1,0,0,2014-03-15,2014
"83","Boonsri","16-Aug-13",0,3,0,0,2013-08-16,2013
"84","Boonsri","16-May-14",3,0,3,3,2014-05-16,2014
"85","Boonsri","17-Jan-13",0,3,0,0,2013-01-17,2013
"86","Boonsri","17-Jun-12",0,3,0,0,2012-06-17,2012
"87","Boonsri","17-May-13",0,3,0,0,2013-05-17,2013
"88","Boonsri","17-Nov-12",0,3,0,0,2012-11-17,2012
"89","Boonsri","17-Sep-14",0,3,0,0,2014-09-17,2014
"90","Boonsri","18-Aug-16",3,0,3,3,2016-08-18,2016
"91","Boonsri","18-Feb-16",3,0,3,3,2016-02-18,2016
"92","Boonsri","18-Nov-16",3,0,3,3,2016-11-18,2016
"93","Boonsri","18-Oct-13",0,3,0,0,2013-10-18,2013
"94","Boonsri","19-Jul-13",0,3,0,0,2013-07-19,2013
"95","Boonsri","19-Mar-15",3,0,3,3,2015-03-19,2015
"96","Boonsri","19-May-10",0,3,0,0,2010-05-19,2010
"97","Boonsri","20-Jul-12",0,3,0,0,2012-07-20,2012
"98","Boonsri","20-Jun-13",0,3,0,0,2013-06-20,2013
"99","Boonsri","20-Jun-14",3,0,3,3,2014-06-20,2014
"100","Boonsri","21-Aug-15",3,0,3,3,2015-08-21,2015
"101","Boonsri","21-Feb-13",0,3,0,0,2013-02-21,2013
"102","Boonsri","21-Feb-14",3,0,3,3,2014-02-21,2014
"103","Boonsri","21-Jun-14",0,3,0,0,2014-06-21,2014
"104","Boonsri","21-Mar-14",3,0,3,3,2014-03-21,2014
"105","Boonsri","21-May-15",3,0,3,3,2015-05-21,2015
"106","Boonsri","21-Oct-16",3,0,3,3,2016-10-21,2016
"107","Boonsri","22-Apr-10",0,3,0,0,2010-04-22,2010
"108","Boonsri","22-Apr-16",3,0,3,3,2016-04-22,2016
"109","Boonsri","22-Aug-14",3,0,3,3,2014-08-22,2014
"110","Boonsri","22-May-14",0,1,0,0,2014-05-22,2014
"111","Boonsri","22-Oct-15",3,0,3,3,2015-10-22,2015
"112","Boonsri","23-Apr-14",0,3,0,0,2014-04-23,2014
"113","Boonsri","23-Apr-15",3,0,3,3,2015-04-23,2015
"114","Boonsri","23-Aug-12",0,3,0,0,2012-08-23,2012
"115","Boonsri","23-Jan-14",0,3,0,0,2014-01-23,2014
"116","Boonsri","23-Jul-14",0,3,0,0,2014-07-23,2014
"117","Boonsri","23-Jul-15",3,0,3,3,2015-07-23,2015
"118","Boonsri","23-Jun-10",0,3,0,0,2010-06-23,2010
"119","Boonsri","23-Jun-16",3,0,3,3,2016-06-23,2016
"120","Boonsri","23-Oct-14",0,3,0,0,2014-10-23,2014
"121","Boonsri","23-Sep-12",0,3,0,0,2012-09-23,2012
"122","Boonsri","24-Feb-14",0,3,0,0,2014-02-24,2014
"123","Boonsri","24-Jul-16",3,0,3,3,2016-07-24,2016
"124","Boonsri","24-Mar-12",0,3,0,0,2012-03-24,2012
"125","Boonsri","24-Oct-14",3,0,3,3,2014-10-24,2014
"126","Boonsri","25-Jul-08",0,3,0,0,2008-07-25,2008
"127","Boonsri","25-Jul-14",3,0,3,3,2014-07-25,2014
"128","Boonsri","25-Jun-15",3,0,3,3,2015-06-25,2015
"129","Boonsri","25-Mar-16",3,0,3,3,2016-03-25,2016
"130","Boonsri","25-May-12",0,3,0,0,2012-05-25,2012
"131","Boonsri","25-Sep-16",3,0,3,3,2016-09-25,2016
"132","Boonsri","26-Jan-12",0,1,0,0,2012-01-26,2012
"133","Boonsri","26-Mar-04",0,1,0,0,2004-03-26,2004
"134","Boonsri","26-Sep-13",0,3,0,0,2013-09-26,2013
"135","Boonsri","26-Sep-14",1,0,1,1,2014-09-26,2014
"136","Boonsri","27-Aug-14",0,3,0,0,2014-08-27,2014
"137","Boonsri","27-Feb-15",3,0,3,3,2015-02-27,2015
"138","Boonsri","27-Nov-14",0,3,0,0,2014-11-27,2014
"139","Boonsri","28-Jan-16",1,0,1,1,2016-01-28,2016
"140","Boonsri","28-Nov-14",3,0,3,3,2014-11-28,2014
"141","Boonsri","29-Jan-15",1,0,1,1,2015-01-29,2015
"142","Boonsri","29-Oct-12",0,3,0,0,2012-10-29,2012
"143","Boonsri","3-Oct-98",0,2,0,0,1998-10-03,1998
"144","Boonsri","5-Dec-98",0,2,0,0,1998-12-05,1998
"145","Boonsri","5-Sep-98",0,2,0,0,1998-09-05,1998
"146","Boonsri","6-Jun-98",0,2,0,0,1998-06-06,1998
"147","Boonsri","7-Nov-98",0,2,0,0,1998-11-07,1998
"148","Boonsri","8-Aug-98",0,2,0,0,1998-08-08,1998
"149","Boonsri","9-May-98",0,2,0,0,1998-05-09,1998
"150","Busarakhan","03-Feb-14",1,0,1,1,2014-02-03,2014
"151","Busarakhan","03-May-14",1,0,1,1,2014-05-03,2014
"152","Busarakhan","09-Dec-16",1,0,1,1,2016-12-09,2016
"153","Busarakhan","10-Oct-14",0,1,0,0,2014-10-10,2014
"154","Busarakhan","11-Aug-14",1,0,1,1,2014-08-11,2014
"155","Busarakhan","12-Jul-14",1,1,1,1,2014-07-12,2014
"156","Busarakhan","13-Apr-11",0,1,0,0,2011-04-13,2011
"157","Busarakhan","13-Jun-10",0,1,0,0,2010-06-13,2010
"158","Busarakhan","13-Jun-16",1,0,1,1,2016-06-13,2016
"159","Busarakhan","14-Feb-10",0,1,0,0,2010-02-14,2010
"160","Busarakhan","14-Feb-15",1,0,1,1,2015-02-14,2015
"161","Busarakhan","14-Feb-16",1,0,1,1,2016-02-14,2016
"162","Busarakhan","14-Mar-04",0,1,0,0,2004-03-14,2004
"163","Busarakhan","14-Nov-09",0,1,0,0,2009-11-14,2009
"164","Busarakhan","15-Dec-08",0,1,0,0,2008-12-15,2008
"165","Busarakhan","15-Dec-14",1,0,1,1,2014-12-15,2014
"166","Busarakhan","16-Nov-11",0,1,0,0,2011-11-16,2011
"167","Busarakhan","17-Nov-08",0,1,0,0,2008-11-17,2008
"168","Busarakhan","17-Nov-14",1,0,1,1,2014-11-17,2014
"169","Busarakhan","18-Apr-10",0,1,0,0,2010-04-18,2010
"170","Busarakhan","18-Apr-16",1,0,1,1,2016-04-18,2016
"171","Busarakhan","18-Feb-12",0,1,0,0,2012-02-18,2012
"172","Busarakhan","19-Dec-09",0,1,0,0,2009-12-19,2009
"173","Busarakhan","19-Dec-98",0,1,0,0,1998-12-19,1998
"174","Busarakhan","19-Oct-08",0,1,0,0,2008-10-19,2008
"175","Busarakhan","19-Oct-14",1,0,1,1,2014-10-19,2014
"176","Busarakhan","2-Nov-14",0,1,0,0,2014-11-02,2014
"177","Busarakhan","20-Mar-10",0,1,0,0,2010-03-20,2010
"178","Busarakhan","20-Mar-16",1,0,1,1,2016-03-20,2016
"179","Busarakhan","21-Sep-08",0,1,0,0,2008-09-21,2008
"180","Busarakhan","21-Sep-14",1,0,1,1,2014-09-21,2014
"181","Busarakhan","22-Jul-10",0,1,0,0,2010-07-22,2010
"182","Busarakhan","22-Jul-16",1,0,1,1,2016-07-22,2016
"183","Busarakhan","22-May-10",0,1,0,0,2010-05-22,2010
"184","Busarakhan","22-May-16",1,0,1,1,2016-05-22,2016
"185","Busarakhan","23-Sep-11",0,1,0,0,2011-09-23,2011
"186","Busarakhan","24-Jan-10",0,1,0,0,2010-01-24,2010
"187","Busarakhan","24-Jan-15",1,0,1,1,2015-01-24,2015
"188","Busarakhan","24-Jan-16",1,0,1,1,2016-01-24,2016
"189","Busarakhan","24-Sep-15",1,0,1,1,2015-09-24,2015
"190","Busarakhan","25-Apr-09",0,1,0,0,2009-04-25,2009
"191","Busarakhan","25-Apr-15",1,0,1,1,2015-04-25,2015
"192","Busarakhan","25-May-09",0,1,0,0,2009-05-25,2009
"193","Busarakhan","25-May-15",1,0,1,1,2015-05-25,2015
"194","Busarakhan","26-Feb-11",0,1,0,0,2011-02-26,2011
"195","Busarakhan","26-Jul-09",0,1,0,0,2009-07-26,2009
"196","Busarakhan","26-Jun-08",0,1,0,0,2008-06-26,2008
"197","Busarakhan","26-Jun-14",1,0,1,1,2014-06-26,2014
"198","Busarakhan","26-Mar-11",0,1,0,0,2011-03-26,2011
"199","Busarakhan","27-Mar-15",1,0,1,1,2015-03-27,2015
"200","Busarakhan","27-May-11",0,1,0,0,2011-05-27,2011
"201","Busarakhan","27-Nov-10",0,1,0,0,2010-11-27,2010
"202","Busarakhan","27-Nov-16",1,0,1,1,2016-11-27,2016
"203","Busarakhan","28-Aug-09",0,1,0,0,2009-08-28,2009
"204","Busarakhan","28-Aug-10",0,1,0,0,2010-08-28,2010
"205","Busarakhan","28-Aug-11",0,1,0,0,2011-08-28,2011
"206","Busarakhan","28-Aug-15",1,0,1,1,2015-08-28,2015
"207","Busarakhan","28-Aug-16",1,0,1,1,2016-08-28,2016
"208","Busarakhan","28-Jun-09",0,1,0,0,2009-06-28,2009
"209","Busarakhan","28-Jun-15",1,0,1,1,2015-06-28,2015
"210","Busarakhan","28-Nov-98",0,1,0,0,1998-11-28,1998
"211","Busarakhan","29-Jun-11",0,1,0,0,2011-06-29,2011
"212","Busarakhan","29-Oct-10",0,1,0,0,2010-10-29,2010
"213","Busarakhan","29-Oct-16",1,0,1,1,2016-10-29,2016
"214","Busarakhan","29-Oct-98",0,1,0,0,1998-10-29,1998
"215","Busarakhan","3-Aug-11",0,1,0,0,2011-08-03,2011
"216","Busarakhan","3-Feb-08",0,1,0,0,2008-02-03,2008
"217","Busarakhan","3-May-08",0,1,0,0,2008-05-03,2008
"218","Busarakhan","3-Nov-11",0,1,0,0,2011-11-03,2011
"219","Busarakhan","3-Sep-14",0,1,0,0,2014-09-03,2014
"220","Busarakhan","30-Jan-11",0,1,0,0,2011-01-30,2011
"221","Busarakhan","30-May-14",1,0,1,1,2014-05-30,2014
"222","Busarakhan","30-Oct-09",0,1,0,0,2009-10-30,2009
"223","Busarakhan","30-Oct-15",1,0,1,1,2015-10-30,2015
"224","Busarakhan","30-Sep-10",0,1,0,0,2010-09-30,2010
"225","Busarakhan","30-Sep-16",1,0,1,1,2016-09-30,2016
"226","Busarakhan","4-Feb-12",0,1,0,0,2012-02-04,2012
"227","Busarakhan","5-Dec-08",0,1,0,0,2008-12-05,2008
"228","Busarakhan","6-Dec-14",0,1,0,0,2014-12-06,2014
"229","Busarakhan","8-Apr-16",0,1,0,0,2016-04-08,2016
"230","Busarakhan","8-Dec-11",0,1,0,0,2011-12-08,2011
"231","Busarakhan","9-Dec-10",0,1,0,0,2010-12-09,2010
"232","Chai","04-Jan-14",3,0,3,3,2014-01-04,2014
"233","Chai","04-Sep-16",3,0,3,3,2016-09-04,2016
"234","Chai","07-Jul-14",3,0,3,3,2014-07-07,2014
"235","Chai","08-Feb-15",3,0,3,3,2015-02-08,2015
"236","Chai","09-Jul-15",3,0,3,3,2015-07-09,2015
"237","Chai","09-May-16",3,0,3,3,2016-05-09,2016
"238","Chai","11-Aug-10",0,3,0,0,2010-08-11,2010
"239","Chai","11-Aug-16",2,0,2,2,2016-08-11,2016
"240","Chai","11-Dec-10",0,3,0,0,2010-12-11,2010
"241","Chai","11-Feb-11",0,3,0,0,2011-02-11,2011
"242","Chai","11-Jan-12",0,3,0,0,2012-01-11,2012
"243","Chai","11-Jan-15",3,0,3,3,2015-01-11,2015
"244","Chai","11-Sep-08",0,3,0,0,2008-09-11,2008
"245","Chai","11-Sep-14",3,0,3,3,2014-09-11,2014
"246","Chai","12-Dec-14",3,0,3,3,2014-12-12,2014
"247","Chai","12-Jun-08",0,1,0,0,2008-06-12,2008
"248","Chai","12-Jun-14",3,0,3,3,2014-06-12,2014
"249","Chai","13-Nov-10",0,3,0,0,2010-11-13,2010
"250","Chai","13-Nov-16",3,0,3,3,2016-11-13,2016
"251","Chai","13-Oct-10",0,3,0,0,2010-10-13,2010
"252","Chai","13-Oct-16",3,0,3,3,2016-10-13,2016
"253","Chai","14-Jan-11",0,3,0,0,2011-01-14,2011
"254","Chai","14-Jun-09",0,3,0,0,2009-06-14,2009
"255","Chai","14-Jun-15",3,0,3,3,2015-06-14,2015
"256","Chai","15-Feb-08",0,3,0,0,2008-02-15,2008
"257","Chai","15-Feb-14",3,0,3,3,2014-02-15,2014
"258","Chai","15-Jul-10",0,3,0,0,2010-07-15,2010
"259","Chai","15-Jul-16",3,0,3,3,2016-07-15,2016
"260","Chai","15-Nov-08",0,3,0,0,2008-11-15,2008
"261","Chai","15-Nov-14",3,0,3,3,2014-11-15,2014
"262","Chai","16-Apr-10",0,3,0,0,2010-04-16,2010
"263","Chai","16-Apr-16",3,0,3,3,2016-04-16,2016
"264","Chai","16-Nov-09",0,3,0,0,2009-11-16,2009
"265","Chai","17-Apr-98",0,3,0,0,1998-04-17,1998
"266","Chai","17-Jan-10",0,3,0,0,2010-01-17,2010
"267","Chai","17-Jan-16",3,0,3,3,2016-01-17,2016
"268","Chai","17-Jul-11",0,3,0,0,2011-07-17,2011
"269","Chai","17-Jun-10",0,3,0,0,2010-06-17,2010
"270","Chai","17-Jun-16",3,0,3,3,2016-06-17,2016
"271","Chai","17-Mar-14",3,0,3,3,2014-03-17,2014
"272","Chai","17-Oct-08",0,3,0,0,2008-10-17,2008
"273","Chai","17-Oct-11",0,3,0,0,2011-10-17,2011
"274","Chai","17-Oct-14",3,0,3,3,2014-10-17,2014
"275","Chai","18-Apr-09",0,3,0,0,2009-04-18,2009
"276","Chai","18-Apr-15",3,0,3,3,2015-04-18,2015
"277","Chai","18-Dec-98",0,3,0,0,1998-12-18,1998
"278","Chai","18-Jan-08",0,3,0,0,2008-01-18,2008
"279","Chai","18-Jan-14",3,0,3,3,2014-01-18,2014
"280","Chai","18-Jun-11",0,3,0,0,2011-06-18,2011
"281","Chai","18-Mar-10",0,3,0,0,2010-03-18,2010
"282","Chai","18-Mar-16",3,0,3,3,2016-03-18,2016
"283","Chai","19-Mar-98",0,3,0,0,1998-03-19,1998
"284","Chai","19-Oct-09",0,3,0,0,2009-10-19,2009
"285","Chai","19-Oct-15",3,0,3,3,2015-10-19,2015
"286","Chai","20-Feb-10",0,3,0,0,2010-02-20,2010
"287","Chai","20-Feb-16",3,0,3,3,2016-02-20,2016
"288","Chai","20-Feb-98",0,3,0,0,1998-02-20,1998
"289","Chai","20-Mar-15",3,0,3,3,2015-03-20,2015
"290","Chai","20-May-98",0,3,0,0,1998-05-20,1998
"291","Chai","21-Mar-04",0,1,0,0,2004-03-21,2004
"292","Chai","21-May-09",0,3,0,0,2009-05-21,2009
"293","Chai","21-May-15",3,0,3,3,2015-05-21,2015
"294","Chai","22-May-11",0,3,0,0,2011-05-22,2011
"295","Chai","22-Sep-09",0,3,0,0,2009-09-22,2009
"296","Chai","23-Aug-09",0,3,0,0,2009-08-23,2009
"297","Chai","23-Aug-14",3,0,3,3,2014-08-23,2014
"298","Chai","23-Aug-15",3,0,3,3,2015-08-23,2015
"299","Chai","23-Aug-98",0,3,0,0,1998-08-23,1998
"300","Chai","23-Jul-98",0,3,0,0,1998-07-23,1998
"301","Chai","24-Feb-14",3,0,3,3,2014-02-24,2014
"302","Chai","26-Nov-98",0,3,0,0,1998-11-26,1998
"303","Chai","27-Sep-98",0,3,0,0,1998-09-27,1998
"304","Chai","28-Apr-08",0,3,0,0,2008-04-28,2008
"305","Chai","28-Apr-14",3,0,3,3,2014-04-28,2014
"306","Chai","28-Jun-98",0,3,0,0,1998-06-28,1998
"307","Chai","28-Sep-11",0,3,0,0,2011-09-28,2011
"308","Chai","29-Mar-14",3,0,3,3,2014-03-29,2014
"309","Chai","3-Aug-11",0,3,0,0,2011-08-03,2011
"310","Chai","30-Oct-98",0,3,0,0,1998-10-30,1998
"311","Chai","31-Jan-98",0,3,0,0,1998-01-31,1998
"312","Chai","31-May-08",0,3,0,0,2008-05-31,2008
"313","Chai","31-May-14",3,0,3,3,2014-05-31,2014
"314","Chai","4-Oct-13",0,3,0,0,2013-10-04,2013
"315","Chai","4-Sep-10",0,3,0,0,2010-09-04,2010
"316","Chai","5-Dec-09",0,3,0,0,2009-12-05,2009
"317","Chai","5-Feb-12",0,3,0,0,2012-02-05,2012
"318","Chai","5-Sep-14",0,3,0,0,2014-09-05,2014
"319","Chai","6-Nov-14",0,3,0,0,2014-11-06,2014
"320","Chai","8-Apr-11",0,3,0,0,2011-04-08,2011
"321","Chai","8-Oct-14",0,3,0,0,2014-10-08,2014
"322","Chai","9-Jul-09",0,3,0,0,2009-07-09,2009
"323","Chai","9-Mar-11",0,3,0,0,2011-03-09,2011
"324","Chai","9-May-10",0,3,0,0,2010-05-09,2010
"325","Decha","10-Dec-14",0,1,0,0,2014-12-10,2014
"326","Decha","14-Feb-15",0,1,0,0,2015-02-14,2015
"327","Decha","15-Apr-11",0,1,0,0,2011-04-15,2011
"328","Decha","16-Aug-14",0,1,0,0,2014-08-16,2014
"329","Decha","17-Feb-09",0,1,0,0,2009-02-17,2009
"330","Decha","17-Jul-14",0,1,0,0,2014-07-17,2014
"331","Decha","17-Jul-16",0,1,0,0,2016-07-17,2016
"332","Decha","17-Jun-11",0,1,0,0,2011-06-17,2011
"333","Decha","17-Mar-09",0,1,0,0,2009-03-17,2009
"334","Decha","17-Sep-16",0,1,0,0,2016-09-17,2016
"335","Decha","18-Oct-14",0,1,0,0,2014-10-18,2014
"336","Decha","19-May-16",0,1,0,0,2016-05-19,2016
"337","Decha","19-Sep-15",0,1,0,0,2015-09-19,2015
"338","Decha","20-Aug-15",0,1,0,0,2015-08-20,2015
"339","Decha","20-May-11",0,1,0,0,2011-05-20,2011
"340","Decha","20-Nov-14",0,1,0,0,2014-11-20,2014
"341","Decha","20-Sep-14",0,1,0,0,2014-09-20,2014
"342","Decha","21-Jan-09",0,1,0,0,2009-01-21,2009
"343","Decha","21-Jun-14",0,1,0,0,2014-06-21,2014
"344","Decha","21-Mar-15",0,1,0,0,2015-03-21,2015
"345","Decha","22-May-15",0,1,0,0,2015-05-22,2015
"346","Kannika","02-Mar-14",3,0,3,3,2014-03-02,2014
"347","Kannika","02-Sep-16",3,0,3,3,2016-09-02,2016
"348","Kannika","07-Feb-16",3,0,3,3,2016-02-07,2016
"349","Kannika","07-Nov-14",3,0,3,3,2014-11-07,2014
"350","Kannika","07-Sep-14",3,0,3,3,2014-09-07,2014
"351","Kannika","08-Apr-16",3,0,3,3,2016-04-08,2016
"352","Kannika","08-Aug-14",3,0,3,3,2014-08-08,2014
"353","Kannika","08-Aug-15",3,0,3,3,2015-08-08,2015
"354","Kannika","08-May-15",3,0,3,3,2015-05-08,2015
"355","Kannika","09-Jan-15",3,0,3,3,2015-01-09,2015
"356","Kannika","09-May-14",3,0,3,3,2014-05-09,2014
"357","Kannika","09-Nov-16",3,0,3,3,2016-11-09,2016
"358","Kannika","09-Sep-15",3,0,3,3,2015-09-09,2015
"359","Kannika","1-Apr-16",0,3,0,0,2016-04-01,2016
"360","Kannika","1-Jul-16",0,3,0,0,2016-07-01,2016
"361","Kannika","10-Feb-11",0,3,0,0,2011-02-10,2011
"362","Kannika","10-Jan-08",0,3,0,0,2008-01-10,2008
"363","Kannika","10-Jan-10",0,3,0,0,2010-01-10,2010
"364","Kannika","10-Jan-14",3,0,3,3,2014-01-10,2014
"365","Kannika","10-Jan-16",3,0,3,3,2016-01-10,2016
"366","Kannika","10-Oct-09",0,3,0,0,2009-10-10,2009
"367","Kannika","11-Dec-10",0,3,0,0,2010-12-11,2010
"368","Kannika","11-Dec-14",0,3,0,0,2014-12-11,2014
"369","Kannika","11-Feb-12",0,3,0,0,2012-02-11,2012
"370","Kannika","11-Feb-16",0,3,0,0,2016-02-11,2016
"371","Kannika","11-Jan-14",0,3,0,0,2014-01-11,2014
"372","Kannika","11-Jul-09",0,3,0,0,2009-07-11,2009
"373","Kannika","11-Jul-15",3,0,3,3,2015-07-11,2015
"374","Kannika","11-Mar-11",0,3,0,0,2011-03-11,2011
"375","Kannika","11-Mar-16",0,3,0,0,2016-03-11,2016
"376","Kannika","11-Nov-11",0,3,0,0,2011-11-11,2011
"377","Kannika","11-Nov-16",0,3,0,0,2016-11-11,2016
"378","Kannika","11-Sep-14",0,3,0,0,2014-09-11,2014
"379","Kannika","12-Dec-08",0,3,0,0,2008-12-12,2008
"380","Kannika","12-Dec-14",3,0,3,3,2014-12-12,2014
"381","Kannika","12-Feb-11",0,3,0,0,2011-02-12,2011
"382","Kannika","12-Feb-15",0,3,0,0,2015-02-12,2015
"383","Kannika","12-Jul-14",3,0,3,3,2014-07-12,2014
"384","Kannika","12-Jun-09",0,3,0,0,2009-06-12,2009
"385","Kannika","12-Jun-14",0,3,0,0,2014-06-12,2014
"386","Kannika","12-Jun-15",3,0,3,3,2015-06-12,2015
"387","Kannika","12-Mar-10",0,3,0,0,2010-03-12,2010
"388","Kannika","12-Mar-15",0,3,0,0,2015-03-12,2015
"389","Kannika","12-Mar-16",3,0,3,3,2016-03-12,2016
"390","Kannika","12-May-11",0,3,0,0,2011-05-12,2011
"391","Kannika","12-Oct-08",0,3,0,0,2008-10-12,2008
"392","Kannika","12-Oct-14",3,0,3,3,2014-10-12,2014
"393","Kannika","13-Feb-15",3,0,3,3,2015-02-13,2015
"394","Kannika","13-Mar-15",3,0,3,3,2015-03-13,2015
"395","Kannika","13-May-16",0,3,0,0,2016-05-13,2016
"396","Kannika","13-Nov-09",0,3,0,0,2009-11-13,2009
"397","Kannika","14-Apr-08",0,3,0,0,2008-04-14,2008
"398","Kannika","14-Apr-14",3,0,3,3,2014-04-14,2014
"399","Kannika","14-Aug-10",0,3,0,0,2010-08-14,2010
"400","Kannika","14-Aug-16",3,0,3,3,2016-08-14,2016
"401","Kannika","14-Jan-12",0,3,0,0,2012-01-14,2012
"402","Kannika","14-Jul-11",0,3,0,0,2011-07-14,2011
"403","Kannika","14-May-10",0,3,0,0,2010-05-14,2010
"404","Kannika","14-May-16",3,0,3,3,2016-05-14,2016
"405","Kannika","15-Jan-11",0,3,0,0,2011-01-15,2011
"406","Kannika","15-Jun-08",0,1,0,0,2008-06-15,2008
"407","Kannika","15-Jun-14",2,0,2,2,2014-06-15,2014
"408","Kannika","15-Oct-10",0,3,0,0,2010-10-15,2010
"409","Kannika","15-Oct-16",3,0,3,3,2016-10-15,2016
