"","location","Year","measure","mean_size"
"83","Achara","2011","Zinc",0.377132936507936
"84","Achara","2012","Ammonium",96.3952093936268
"85","Achara","2012","Arsenic",2499.56772664835
"86","Achara","2012","Biochemical Oxygen",0.0789025244256738
"87","Achara","2012","Cadmium",208.25
"88","Achara","2012","Calcium",-0.00254345741479959
"89","Achara","2012","Chemical Oxygen Demand (Cr)",36249.4513913194
"90","Achara","2012","Chemical Oxygen Demand (Mn)",0.185510633544521
"91","Achara","2012","Chlorides",0.0473837699515718
"92","Achara","2012","Chromium",2833.00000994152
"93","Achara","2012","Copper",0.213851210601509
"94","Achara","2012","Dissolved oxygen",0.00756450634109337
"95","Achara","2012","gamma-Hexachlorocyclohexane",0
"96","Achara","2012","Lead",0.418819444444444
"97","Achara","2012","Magnesium",0.0833533773059733
"98","Achara","2012","Mercury",0
"99","Achara","2012","Nickel",1416.50000490196
"100","Achara","2012","Nitrates",0.0957729463494348
"101","Achara","2012","Nitrites",0.157125066065921
"102","Achara","2012","Organic nitrogen",200.759891900188
"103","Achara","2012","Orthophosphate-phosphorus",24.4335735268612
"104","Achara","2012","Silica (SiO2)",0.158087898497946
"105","Achara","2012","Total nitrogen",687.474125138238
"106","Achara","2012","Total phosphorus",0.514753623743277
"107","Achara","2012","Water temperature",0.0766757396549655
"108","Achara","2012","Zinc",0.401388888888889
"109","Achara","2013","Ammonium",65.5220169902847
"110","Achara","2013","Arsenic",833.218658369408
"111","Achara","2013","Atrazine",0
"112","Achara","2013","Biochemical Oxygen",0.112263164868664
"113","Achara","2013","Cadmium",-0.0833
"114","Achara","2013","Calcium",0.0541401285958364
"115","Achara","2013","Chemical Oxygen Demand (Cr)",11666.3768128839
"116","Achara","2013","Chemical Oxygen Demand (Mn)",-0.00388506960262644
"117","Achara","2013","Chlorides",0.122582885849157
"118","Achara","2013","Chromium",0
"119","Achara","2013","Copper",833.728036431499
"120","Achara","2013","Dissolved oxygen",-0.00649994907540306
"121","Achara","2013","gamma-Hexachlorocyclohexane",0
"122","Achara","2013","Lead",1.10374417249417
"123","Achara","2013","Magnesium",0.0782673421500667
"124","Achara","2013","Mercury",40.5765151515152
"125","Achara","2013","Nickel",2916.33334286492
"126","Achara","2013","Nitrates",0.20948137328363
"127","Achara","2013","Nitrites",0.433080982055441
"128","Achara","2013","Orthophosphate-phosphorus",9.96223004685659
"129","Achara","2013","p,p-DDT",0
"130","Achara","2013","Total nitrogen",0.188830387479007
"131","Achara","2013","Total phosphorus",0.0689601236030115
"132","Achara","2013","Water temperature",0.161064825874609
"133","Achara","2013","Zinc",-0.0888888888888889
"134","Achara","2014","Ammonium",200.678268179515
"135","Achara","2014","Atrazine",177.333372456964
"136","Achara","2014","Bicarbonates",0.0767676767676768
"137","Achara","2014","Biochemical Oxygen",0.214851504807168
"138","Achara","2014","Calcium",0.0289422357748142
"139","Achara","2014","Chemical Oxygen Demand (Cr)",4166.93993783994
"140","Achara","2014","Chemical Oxygen Demand (Mn)",0.154393762919109
"141","Achara","2014","Chlorides",0.0843696722116688
"142","Achara","2014","Dissolved oxygen",0.0281261253443925
"143","Achara","2014","Dissolved silicates",0.193426008760761
"144","Achara","2014","gamma-Hexachlorocyclohexane",0
"145","Achara","2014","Magnesium",0.121004572318217
"146","Achara","2014","Manganese",49.6224603174603
"147","Achara","2014","Mercury",70.4783080808081
"148","Achara","2014","Nitrates",0.0894165061810975
"149","Achara","2014","Nitrites",0.0938444122371913
"150","Achara","2014","Orthophosphate-phosphorus",24.8307889960189
"151","Achara","2014","Oxygen saturation",0.00540260513937616
"152","Achara","2014","p,p-DDT",0
"153","Achara","2014","Potassium",0.036035696329814
"154","Achara","2014","Sodium",0.317991268520445
"155","Achara","2014","Sulphates",0.246135059704169
"156","Achara","2014","Total dissolved salts",0.124893643844757
"157","Achara","2014","Total hardness",0.0611739243898265
"158","Achara","2014","Total nitrogen",0.0441650383816283
"159","Achara","2014","Total organic carbon",0.0131318297926053
"160","Achara","2014","Total phosphorus",0.212048614508363
"161","Achara","2014","Water temperature",0.918438118296366
"162","Achara","2015","Ammonium",41.0694170269788
"163","Achara","2015","Atrazine",0
"164","Achara","2015","Bicarbonates",0.000187969924812176
"165","Achara","2015","Biochemical Oxygen",0.0728165037588248
"166","Achara","2015","Cadmium",0
"167","Achara","2015","Calcium",-0.000405796729800478
"168","Achara","2015","Carbonates",0
"169","Achara","2015","Chemical Oxygen Demand (Cr)",0.101572712418301
"170","Achara","2015","Chemical Oxygen Demand (Mn)",-0.00358906525573195
"171","Achara","2015","Chlorides",0.0167531403256482
"172","Achara","2015","Dissolved oxygen",0.0106061224089312
"173","Achara","2015","Dissolved silicates",0.0908553591915222
"174","Achara","2015","gamma-Hexachlorocyclohexane",0
"175","Achara","2015","Inorganic nitrogen",-0.873843566021867
"176","Achara","2015","Lead",0.8
"177","Achara","2015","Magnesium",0.0148909944521235
"178","Achara","2015","Manganese",51.1677598566308
"179","Achara","2015","Mercury",55.6667910447761
"180","Achara","2015","Nickel",0
"181","Achara","2015","Nitrates",0.0903770435559174
"182","Achara","2015","Nitrites",1.19416256015278
"183","Achara","2015","Orthophosphate-phosphorus",1.08079257857576
"184","Achara","2015","Oxygen saturation",0.0129129858869623
"185","Achara","2015","p,p-DDT",0
"186","Achara","2015","Petroleum hydrocarbons",133.084026442308
"187","Achara","2015","Potassium",-0.00517988955488953
"188","Achara","2015","Sodium",0.0220240707191853
"189","Achara","2015","Sulphates",-0.0288270818294277
"190","Achara","2015","Total hardness",-0.00497875627910393
"191","Achara","2015","Total nitrogen",0.0762185123191743
"192","Achara","2015","Total organic carbon",0.00261399347906556
"193","Achara","2015","Total phosphorus",0.198753709517329
"194","Achara","2015","Water temperature",0.617551591243756
"195","Achara","2015","Zinc",0.5
"196","Achara","2016","Ammonium",0.147968527778921
"197","Achara","2016","Anionic active surfactants",-0.166176470588235
"198","Achara","2016","Atrazine",0
"199","Achara","2016","Bicarbonates",-0.041004221669244
"200","Achara","2016","Biochemical Oxygen",0.0632871757871757
"201","Achara","2016","Cadmium",0
"202","Achara","2016","Calcium",-0.0144105732877503
"203","Achara","2016","Chemical Oxygen Demand (Cr)",0.308024796840586
"204","Achara","2016","Chemical Oxygen Demand (Mn)",0.107676560848466
"205","Achara","2016","Chlorides",-0.00450830343344777
"206","Achara","2016","Dissolved oxygen",0.00316571971885605
"207","Achara","2016","Dissolved silicates",0.170087073555323
"208","Achara","2016","gamma-Hexachlorocyclohexane",0
"209","Achara","2016","Lead",-0.24995
"210","Achara","2016","Magnesium",0.0531770011711786
"211","Achara","2016","Mercury",0
"212","Achara","2016","Nickel",0
"213","Achara","2016","Nitrates",0.0836570743055796
"214","Achara","2016","Nitrites",0.0929064567683817
"215","Achara","2016","Orthophosphate-phosphorus",0.49353134035003
"216","Achara","2016","Oxygen saturation",0.0107401107489679
"217","Achara","2016","p,p-DDT",0
"218","Achara","2016","Petroleum hydrocarbons",0
"219","Achara","2016","Potassium",-0.0230198740016411
"220","Achara","2016","Sodium",-0.0424866511071608
"221","Achara","2016","Sulphates",-0.0924715797459063
"222","Achara","2016","Total dissolved salts",-0.0422713485126248
"223","Achara","2016","Total hardness",-0.00808577979192223
"224","Achara","2016","Total nitrogen",0.0426177931412594
"225","Achara","2016","Total phosphorus",0.594662334710149
"226","Achara","2016","Water temperature",0.0256212185560012
"227","Boonsri","1998","Ammonium",0.0555697603221302
"228","Boonsri","1998","AOX",0
"229","Boonsri","1998","Arsenic",0
"230","Boonsri","1998","Atrazine",0
"231","Boonsri","1998","Biochemical Oxygen",0.00822533132883925
"232","Boonsri","1998","Cadmium",1090.05811833414
"233","Boonsri","1998","Calcium",0.0204857641744862
"234","Boonsri","1998","Cesium",476.095242857143
"235","Boonsri","1998","Chemical Oxygen Demand (Cr)",-0.0515150910774228
"236","Boonsri","1998","Chemical Oxygen Demand (Mn)",0.00221422138141821
"237","Boonsri","1998","Chlorides",-0.0183116719147713
"238","Boonsri","1998","Chromium",13333.2512533704
"239","Boonsri","1998","Copper",0.376705974333562
"240","Boonsri","1998","Dissolved oxygen",0.0123480346984842
"241","Boonsri","1998","Fecal coliforms",0
"242","Boonsri","1998","gamma-Hexachlorocyclohexane",9.875
"243","Boonsri","1998","Iron",0.230070670250691
"244","Boonsri","1998","Lead",14285.5666699773
"245","Boonsri","1998","Magnesium",0.0555835151257899
"246","Boonsri","1998","Manganese",1.15481859410431
"247","Boonsri","1998","Mercury",0
"248","Boonsri","1998","Nickel",0.568449110413396
"249","Boonsri","1998","Nitrates",0.0455251985778242
"250","Boonsri","1998","Nitrites",0.322335600907029
"251","Boonsri","1998","Orthophosphate-phosphorus",0.205555555555556
"252","Boonsri","1998","p,p-DDT",-0.2375
"253","Boonsri","1998","Potassium",-0.0106895512906214
"254","Boonsri","1998","Sodium",0.000635731294798009
"255","Boonsri","1998","Sulphates",0.143682544774893
"256","Boonsri","1998","Total coliforms",1528.13748929394
"257","Boonsri","1998","Total phosphorus",0.0744270279984566
"258","Boonsri","1998","Water temperature",0.211226292048095
"259","Boonsri","1998","Zinc",0.446276250246283
"260","Boonsri","1999","Ammonium",0.202887837328001
"261","Boonsri","1999","Bicarbonates",-0.0175895101268235
"262","Boonsri","1999","Biochemical Oxygen",0.125449062234604
"263","Boonsri","1999","Cadmium",5489.96089129891
"264","Boonsri","1999","Calcium",-0.00211766155374587
"265","Boonsri","1999","Chemical Oxygen Demand (Cr)",4319.97816283304
"266","Boonsri","1999","Chemical Oxygen Demand (Mn)",0.108818464679223
"267","Boonsri","1999","Chlorides",0.0514165875522852
"268","Boonsri","1999","Chromium",0.139476499503723
"269","Boonsri","1999","Copper",0.189863800719175
"270","Boonsri","1999","Dissolved oxygen",0.00062657459064928
"271","Boonsri","1999","Fecal coliforms",19.5629166965932
"272","Boonsri","1999","Fecal streptococci ",1.3814381270903
"273","Boonsri","1999","gamma-Hexachlorocyclohexane",1.00618279569892
"274","Boonsri","1999","Iron",0.117716724926469
"275","Boonsri","1999","Lead",1035.24104537275
"276","Boonsri","1999","Magnesium",0.0992998855142854
"277","Boonsri","1999","Manganese",0.926745285365975
"278","Boonsri","1999","Nitrates",0.0867715948285274
"279","Boonsri","1999","Nitrites",0.0596006144393241
"280","Boonsri","1999","Orthophosphate-phosphorus",0.0215565796210957
"281","Boonsri","1999","p,p-DDT",74.8353722890013
"282","Boonsri","1999","Potassium",0.0216955758555753
"283","Boonsri","1999","Sodium",0.0256790358062609
"284","Boonsri","1999","Sulphates",0.00483045235261938
"285","Boonsri","1999","Total coliforms",59.5826505742521
"286","Boonsri","1999","Total phosphorus",0.0105505078939614
"287","Boonsri","1999","Water temperature",0.0855900523634294
"288","Boonsri","1999","Zinc",1.49031652833421
"289","Boonsri","2000","Ammonium",0.128084548900533
"290","Boonsri","2000","Anionic active surfactants",0.00357142857142855
"291","Boonsri","2000","Atrazine",11.8249299719888
"292","Boonsri","2000","Bicarbonates",0.00814895509541313
"293","Boonsri","2000","Biochemical Oxygen",0.001521147406256
"294","Boonsri","2000","Cadmium",0.858050450984545
"295","Boonsri","2000","Calcium",0.0060967532397043
"296","Boonsri","2000","Chemical Oxygen Demand (Cr)",0.0214299458932938
"297","Boonsri","2000","Chemical Oxygen Demand (Mn)",0.00535102176942653
"298","Boonsri","2000","Chlorides",0.0088508936419746
"299","Boonsri","2000","Chromium",1.16809791452123
"300","Boonsri","2000","Copper",1.1325027994577
"301","Boonsri","2000","Dissolved oxygen",0.0138617217510844
"302","Boonsri","2000","Fecal coliforms",3.34578429796483
"303","Boonsri","2000","Fecal streptococci ",1.41076388888889
"304","Boonsri","2000","gamma-Hexachlorocyclohexane",0.955182072829132
"305","Boonsri","2000","Iron",0.112787201217797
"306","Boonsri","2000","Lead",0.438150720750423
"307","Boonsri","2000","Magnesium",0.142647670265186
"308","Boonsri","2000","Manganese",0.922348683062968
"309","Boonsri","2000","Nitrates",0.0266684475995224
"310","Boonsri","2000","Nitrites",0.430522104623487
"311","Boonsri","2000","Orthophosphate-phosphorus",0.0426180169037312
"312","Boonsri","2000","p,p-DDT",1.49371779014636
"313","Boonsri","2000","Potassium",0.0149611067386959
"314","Boonsri","2000","Sodium",0.00719191082169374
"315","Boonsri","2000","Sulphates",0.0310122442296494
"316","Boonsri","2000","Total coliforms",1.89595827508681
"317","Boonsri","2000","Total extractable matter",0.00585317460317458
"318","Boonsri","2000","Total phosphorus",0.0442241885099027
"319","Boonsri","2000","Water temperature",0.0121184496836279
"320","Boonsri","2000","Zinc",2.85111849317416
"321","Boonsri","2001","Ammonium",0.0718927460344206
"322","Boonsri","2001","Anionic active surfactants",69.1982971014493
"323","Boonsri","2001","Atrazine",0.0714285714285714
"324","Boonsri","2001","Bicarbonates",0.011405666341539
"325","Boonsri","2001","Biochemical Oxygen",0.0609511169184598
"326","Boonsri","2001","Cadmium",5.65965067494684
"327","Boonsri","2001","Calcium",0.00421106249631009
"328","Boonsri","2001","Chemical Oxygen Demand (Cr)",0.0339176454992273
"329","Boonsri","2001","Chemical Oxygen Demand (Mn)",0.0362152265710623
"330","Boonsri","2001","Chlorides",0.012662919739869
"331","Boonsri","2001","Chromium",0.999681446702713
"332","Boonsri","2001","Copper",0.13646508569744
"333","Boonsri","2001","Dissolved oxygen",0.0138712919459087
"334","Boonsri","2001","Fecal coliforms",0.884432234432235
"335","Boonsri","2001","Fecal streptococci ",2.31616161616162
"336","Boonsri","2001","gamma-Hexachlorocyclohexane",0.278491173922461
"337","Boonsri","2001","Iron",0.115834351615626
"338","Boonsri","2001","Lead",0.249704238849549
"339","Boonsri","2001","Magnesium",0.0313932944849542
"340","Boonsri","2001","Manganese",0.399973634450759
"341","Boonsri","2001","Nickel",-0.289106506102655
"342","Boonsri","2001","Nitrates",0.392792395639858
"343","Boonsri","2001","Nitrites",0.12015873015873
"344","Boonsri","2001","Orthophosphate-phosphorus",0.12812558356676
"345","Boonsri","2001","p,p-DDT",0.412366428052702
"346","Boonsri","2001","Potassium",0.0229483009822403
"347","Boonsri","2001","Sodium",0.0542651303511879
"348","Boonsri","2001","Sulphates",0.0265315349961872
"349","Boonsri","2001","Total coliforms",4.56523739110087
"350","Boonsri","2001","Total extractable matter",0.191289792270184
"351","Boonsri","2001","Total phosphorus",0.00658302602747045
"352","Boonsri","2001","Water temperature",0.0951336314688621
"353","Boonsri","2001","Zinc",1.05662371524307
"354","Boonsri","2002","Ammonium",0.102907642936683
"355","Boonsri","2002","Anionic active surfactants",0.466269841269842
"356","Boonsri","2002","Atrazine",-0.0320967741935484
"357","Boonsri","2002","Bicarbonates",0.00243225403689215
"358","Boonsri","2002","Biochemical Oxygen",0.0253555487793276
"359","Boonsri","2002","Cadmium",0.918579017425392
"360","Boonsri","2002","Calcium",0.00262980599769603
"361","Boonsri","2002","Chemical Oxygen Demand (Cr)",0.0699088246464254
"362","Boonsri","2002","Chemical Oxygen Demand (Mn)",0.0291183896581023
"363","Boonsri","2002","Chlorides",0.00792712866872451
"364","Boonsri","2002","Chromium",1.05447602010433
"365","Boonsri","2002","Copper",0.878245185873383
"366","Boonsri","2002","Dissolved oxygen",0.000704772520191296
"367","Boonsri","2002","Fecal coliforms",15.8036109943978
"368","Boonsri","2002","Fecal streptococci ",0.834722222222222
"369","Boonsri","2002","gamma-Hexachlorocyclohexane",3.90076923076923
"370","Boonsri","2002","Iron",1.3510972784809
"371","Boonsri","2002","Lead",0.996321757076095
"372","Boonsri","2002","Magnesium",0.00712416270034271
"373","Boonsri","2002","Manganese",125.71402224885
"374","Boonsri","2002","Nickel",466.865062645168
"375","Boonsri","2002","Nitrates",0.133493601336203
"376","Boonsri","2002","Nitrites",0.646667441905537
"377","Boonsri","2002","Orthophosphate-phosphorus",0.186500570184044
"378","Boonsri","2002","p,p-DDT",10.7924134199134
"379","Boonsri","2002","PAHs",0
"380","Boonsri","2002","Petroleum hydrocarbons",0
"381","Boonsri","2002","Potassium",-0.0345842358037477
"382","Boonsri","2002","Sodium",-0.0647634226794731
"383","Boonsri","2002","Sulphates",0.0420951403169155
"384","Boonsri","2002","Total coliforms",4.94085985236925
"385","Boonsri","2002","Total phosphorus",0.0878202507538155
"386","Boonsri","2002","Water temperature",0.041093421209044
"387","Boonsri","2002","Zinc",0.545235194540109
"388","Boonsri","2003","Ammonium",0.149241502586394
"389","Boonsri","2003","Anionic active surfactants",0.0264596687245091
"390","Boonsri","2003","Atrazine",0
"391","Boonsri","2003","Bicarbonates",0.00338325271950447
"392","Boonsri","2003","Biochemical Oxygen",0.0183709080105704
"393","Boonsri","2003","Cadmium",1.03719749795831
"394","Boonsri","2003","Calcium",0.00554091594953782
"395","Boonsri","2003","Chemical Oxygen Demand (Cr)",0.00944118334897304
"396","Boonsri","2003","Chemical Oxygen Demand (Mn)",0.0194796486399202
"397","Boonsri","2003","Chlorides",0.00459018114065556
"398","Boonsri","2003","Chromium",0.37358171402407
"399","Boonsri","2003","Copper",0.194425788013475
"400","Boonsri","2003","Dissolved oxygen",0.00781755817064319
"401","Boonsri","2003","Fecal coliforms",18.0773197870924
"402","Boonsri","2003","Fecal streptococci ",491.718976810296
"403","Boonsri","2003","gamma-Hexachlorocyclohexane",0.976380240763803
"404","Boonsri","2003","Iron",0.773148507618822
"405","Boonsri","2003","Lead",0.137537053246914
"406","Boonsri","2003","Magnesium",0.0343368307302007
"407","Boonsri","2003","Manganese",4.34486665379236
"408","Boonsri","2003","Nickel",2.7162251618559
"409","Boonsri","2003","Nitrates",0.0567384682082363
"410","Boonsri","2003","Nitrites",0.162074860952402
"411","Boonsri","2003","Orthophosphate-phosphorus",0.279472763318711
"412","Boonsri","2003","Potassium",0.0596644524589926
"413","Boonsri","2003","Silica (SiO2)",0.0620218560759403
"414","Boonsri","2003","Sodium",0.0127512780951533
"415","Boonsri","2003","Sulphates",0.111922840914007
"416","Boonsri","2003","Total coliforms",244.374260876991
"417","Boonsri","2003","Total phosphorus",0.0709605206242067
"418","Boonsri","2003","Water temperature",0.00985339672111813
"419","Boonsri","2003","Zinc",2.19193007697624
"420","Boonsri","2004","Ammonium",0.125264220053056
"421","Boonsri","2004","Anionic active surfactants",7.00017443852599
"422","Boonsri","2004","Arsenic",2419
"423","Boonsri","2004","Atrazine",234.521276595745
"424","Boonsri","2004","Bicarbonates",0.000497996457055077
"425","Boonsri","2004","Biochemical Oxygen",0.0149518949495679
"426","Boonsri","2004","Cadmium",1524.09967953707
"427","Boonsri","2004","Calcium",0.00149919210732837
"428","Boonsri","2004","Chemical Oxygen Demand (Cr)",0.0105018681313014
"429","Boonsri","2004","Chemical Oxygen Demand (Mn)",0.0251945639137523
"430","Boonsri","2004","Chlorides",-0.000913760294548151
"431","Boonsri","2004","Chromium",0.792670673554943
"432","Boonsri","2004","Copper",0.602725423105642
"433","Boonsri","2004","Dissolved oxygen",0.00423982556040471
"434","Boonsri","2004","Fecal coliforms",1.59389499402575
"435","Boonsri","2004","Fecal streptococci ",14.5166296296296
"436","Boonsri","2004","gamma-Hexachlorocyclohexane",5.91380706370399
"437","Boonsri","2004","Iron",0.60235534367537
"438","Boonsri","2004","Lead",1.48379737822931
"439","Boonsri","2004","Magnesium",0.00963301335078405
"440","Boonsri","2004","Manganese",41.5904146577007
"441","Boonsri","2004","Nickel",0.914519709625731
"442","Boonsri","2004","Nitrates",0.0304747536916207
"443","Boonsri","2004","Nitrites",0.0627530744001931
"444","Boonsri","2004","Orthophosphate-phosphorus",11.8596880238577
"445","Boonsri","2004","p,p-DDT",6.89550264550265
"446","Boonsri","2004","Petroleum hydrocarbons",-0.111106060606061
"447","Boonsri","2004","Potassium",0.01953125
"448","Boonsri","2004","Silica (SiO2)",0.142547852372905
"449","Boonsri","2004","Sodium",-0.00307688764554787
"450","Boonsri","2004","Sulphates",0.0285846589038067
"451","Boonsri","2004","Total coliforms",3.38142256942584
"452","Boonsri","2004","Total extractable matter",-0.166555555555555
"453","Boonsri","2004","Total phosphorus",12.579203360225
"454","Boonsri","2004","Water temperature",0.207125338687664
"455","Boonsri","2004","Zinc",78871.1223149922
"456","Boonsri","2005","Alachlor",268.820363675984
"457","Boonsri","2005","Aldrin",61.9451417502979
"458","Boonsri","2005","alpha-Hexachlorocyclohexane",76.9606155529634
"459","Boonsri","2005","Ammonium",0.139557824248651
"460","Boonsri","2005","Anionic active surfactants",3.5056401595639
"461","Boonsri","2005","Atrazine",110.319013310187
"462","Boonsri","2005","beta-Hexaxchlorocyclohexane",5.03235018968731
"463","Boonsri","2005","Bicarbonates",0.00162405331737773
"464","Boonsri","2005","Biochemical Oxygen",0.0192545279149435
"465","Boonsri","2005","Cadmium",1.3987463181481
"466","Boonsri","2005","Calcium",0.00534560125635924
"467","Boonsri","2005","Chemical Oxygen Demand (Cr)",844.434967581495
"468","Boonsri","2005","Chemical Oxygen Demand (Mn)",0.0221929193320909
"469","Boonsri","2005","Chlorides",0.00803930581831154
"470","Boonsri","2005","Chromium",0.635396800165735
"471","Boonsri","2005","Copper",0.382384266885987
"472","Boonsri","2005","Dieldrin",202.940669962488
"473","Boonsri","2005","Dissolved oxygen",0.00466874284477673
"474","Boonsri","2005","Endosulfan (alpha)",366.028349010081
"475","Boonsri","2005","Endosulfan (beta)",29.3696565258538
"476","Boonsri","2005","Endrin",317.798108521442
"477","Boonsri","2005","Fecal coliforms",18.4118724186285
"478","Boonsri","2005","Fecal streptococci ",77.527764781802
"479","Boonsri","2005","gamma-Hexachlorocyclohexane",12.6100294508715
"480","Boonsri","2005","Heptachlor",43.792154185946
"481","Boonsri","2005","Heptachloroepoxide",53.5836043432203
"482","Boonsri","2005","Iron",0.70532106994368
"483","Boonsri","2005","Lead",0.798126329193365
"484","Boonsri","2005","Magnesium",0.0242915086927461
"485","Boonsri","2005","Manganese",0.782909789755939
"486","Boonsri","2005","Mercury",323.776361837441
"487","Boonsri","2005","Methoxychlor",0
"488","Boonsri","2005","Metolachlor",25.5835052703728
"489","Boonsri","2005","Nickel",0.551700505716451
"490","Boonsri","2005","Nitrates",0.0726211755631435
"491","Boonsri","2005","Nitrites",0.0282330331753062
"492","Boonsri","2005","Orthophosphate-phosphorus",0.0502329485894667
"493","Boonsri","2005","Oxygen saturation",0.00945757096668491
"494","Boonsri","2005","p,p-DDD",41.3663185673031
"495","Boonsri","2005","p,p-DDE",47.8496663465468
"496","Boonsri","2005","p,p-DDT",30.6443086797008
"497","Boonsri","2005","Petroleum hydrocarbons",24.75
"498","Boonsri","2005","Potassium",0.0300925925925926
"499","Boonsri","2005","Silica (SiO2)",0.0499257032750223
"500","Boonsri","2005","Simazine",0.667368724482533
"501","Boonsri","2005","Sodium",0.0149532031056294
"502","Boonsri","2005","Sulphates",0.0675694051106454
"503","Boonsri","2005","Total coliforms",32.4407117737342
"504","Boonsri","2005","Total dissolved salts",0.00389551791169959
"505","Boonsri","2005","Total hardness",0.00402568738801325
"506","Boonsri","2005","Total phosphorus",0.0289591847681643
"507","Boonsri","2005","Water temperature",0.0530687963552242
"508","Boonsri","2005","Zinc",7917.50140009118
"509","Boonsri","2006","Alachlor",14.286077560616
"510","Boonsri","2006","Aldrin",0.592421876733461
"511","Boonsri","2006","alpha-Hexachlorocyclohexane",0.218485273479735
"512","Boonsri","2006","Ammonium",0.331151875397658
"513","Boonsri","2006","Anionic active surfactants",0.0410467724373732
"514","Boonsri","2006","Atrazine",0.152291304199297
"515","Boonsri","2006","beta-Hexaxchlorocyclohexane",0.768908297829552
"516","Boonsri","2006","Bicarbonates",0.00123533630292305
