"","ID","1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene","Acenaphthene","Acenaphthylene","AGOC-3A","Alachlor","Aldrin","alpha-Hexachlorocyclohexane","Aluminium","Ammonium","Anionic active surfactants","Anthracene","AOX","Arsenic","Atrazine","Barium","Benzo(a)anthracene","Benzo(a)pyrene","Benzo(b)fluoranthene","Benzo(g,h,i)perylene","Benzo(k)fluoranthene","Berilium","beta-Hexaxchlorocyclohexane","Bicarbonates","Biochemical Oxygen","Boron","Cadmium","Calcium","Carbonates","Cesium","Chemical Oxygen Demand (Cr)","Chemical Oxygen Demand (Mn)","Chlorides","Chlorodinine","Chromium","Chrysene","Copper","Cyanides","Dieldrin","Dissolved organic carbon","Dissolved oxygen","Dissolved silicates","Endosulfan (alpha)","Endosulfan (beta)","Endrin","Fecal coliforms","Fecal streptococci ","Fluoranthene","Fluorene","gamma-Hexachlorocyclohexane","Heptachlor","Heptachloroepoxide","Hexachlorobenzene","Indeno(1,2,3-c,d)pyrene","Inorganic nitrogen","Iron","Isodrin","Lead","Macrozoobenthos","Magnesium","Manganese","Mercury","Methoxychlor","Methylosmoline","Metolachlor","Naphthalene","Nickel","Nitrates","Nitrites","Organic nitrogen","Orthophosphate-phosphorus","Oxygen saturation","p,p-DDD","p,p-DDE","p,p-DDT","PAHs","PCB 101","PCB 118","PCB 138","PCB 153","PCB 180","PCB 28","PCB 52","Pentachlorobenzene","Petroleum hydrocarbons","Phenanthrene","Potassium","Pyrene","Selenium","Silica (SiO2)","Simazine","Sodium","Sulfides","Sulphates","Tetrachloromethane","Total coliforms","Total dissolved phosphorus","Total dissolved salts","Total extractable matter","Total hardness","Total nitrogen","Total organic carbon","Total phosphorus","Trifluralin","Water temperature","Zinc"
"11","Achara 11-Feb-10",0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.327,0,0,0,0,0,0,0,0,0,0,0,0,1.178,0,0,0,0,0,0,0,0,0,0,0,0,1.08028,0.02736,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0.2,0,0,0
"12","Achara 11-Feb-11",0,0,0,0,0,0,0,0,0,0.216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.4,0,0.5,0,0,0,8,2.6,0,0,0,0,1.2,0,0,0,13,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.14,0.018,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0.056,0,5,4
"13","Achara 11-Jul-09",0,0,0,0,0,0,0,0,0,0.039,0.034,0,0,1.4,0,0,0,0,0,0,0,0,0,109.8,2.4,0,0.3,0,0,0,8,0,0,0,0.6,0,9.9,0.0025,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,1.6,0,0,0.11,0,0,0,0,0,1.8,0.255,0.046,1.179,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0.9,0,0.17,0,22,20
"14","Achara 11-Jun-11",0,0,0,0,0,0,0,0,0,0.076,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,4.3,0,0,33.8,0,0,8,2.9,0,0,0,0,1.9,0,0,0,7.1,8.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,8.1,0,0,0,0,0,0,0,1.49,0.005,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0.105,0,23,10
"15","Achara 11-Jun-16",0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,115.9,2.6,0,0,35.6,0,0,5,3.8,11.6,0,0,0,0,0,0,0,10.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0.97,0.027,0,0.037,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,8.7,0,20.9,0,0,0,158,0,117,1.29,0,0.043,0,26,0
"16","Achara 11-Nov-11",0,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,41.1,0,0,0,2.2,9.9,0,0,0,1.7,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4.4,0,0,0,0,0,0,0,1.13,0.065,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0.094,0,12,3
"17","Achara 11-Oct-09",0,0,0,0,0,0,0,0,0,0.031,0.034,0,0,1,0,0,0,0,0,0,0,0,0,97.6,1.2,0,0.3,0,0,0,6,0,0,0,0.6,0,2.8,0,0,0,9.2,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.5,0,0,0.06,0,0,0,0,0,1.2,1.695,0.027,0.805,0.1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,2.14,0,0.16,0,17,5
"18","Achara 12-Apr-13",0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,41.1,0,0,0,2.5,10.1,0,0,0,1.9,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.7,0,0,0,0,0,0,0,0.89,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0.024,0,11.5,5
"19","Achara 12-Aug-10",0,0,0,0,0,0,0,0,0,0.163,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,2.3,0,0.25,40.4,0,0,7.2,6,10.3,0,0.6,0,3.5,0,0,0,8.1,8.006,0,0,0,0,0,0,0,0,0,0,0,0,2.035,0,0,1.4,0,4.6,0,1,0,0,0,0,1.1,1.82608,0.0456,0.77,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0.32,0,23,12
"20","Achara 12-Dec-14",0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,146.4,2.3,0,0,49.5,0,0,16,2.7,22.1,0,0,0,0,0,0,0,11.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0.03,0,0,0,0,0,0,1.56,0.021,0,0.02,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,19.5,0,47,0,0,0,254,0,161.3,1.99,2.22,0.029,0,1,0
"21","Achara 12-Feb-16",0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,122,2.2,0,0,35.5,0,0,5,0,10.6,0,0,0,0,0,0,0,10.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0.94,0.01,0,0.012,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,8.3,0,21.9,0,0,0,160,0,116.8,1.19,0,0.022,0,7,0
"22","Achara 12-Jun-09",0,0,0,0,0,0,0,0,0,0.016,0.034,0,0,0.5,0,0,0,0,0,0,0,0,0,122,2.2,0,0.3,0,0,0,7,3.7,0,0,0,0,2.9,0.0025,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.5,0,0,0.9,0,0,0,0,0,1,1.106,0.033,0.326,0.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,1.26,0,0.2,0,26,12
"23","Achara 12-Mar-16",0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,35.6,0,0,5,2.26,11.8,0,0,0,0,0,0,0,11.3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,1.08,0.012,0,0.011,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,117.2,1.18,0,0.029,0,10,0
"24","Achara 13-Aug-09",0,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,115.9,2.3,0,0,0,0,0,8,4,0,0,0,0,0,0.0025,0,0,6.4,6.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.975,0.055,1.127,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,2.64,0,0.2,0,21,38
"25","Achara 13-Dec-13",0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,49.9,0,0,0,2,15.6,0,0,0,1.4,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8.6,0,0,0,0,0,0,0,1.29,0.051,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0.054,0,8,5
"26","Achara 13-Feb-09",0,0,0,0,0,0,0,0,0,0.086,0.034,0,0,0.5,0,0,0,0,0,0,0,0,0,91.5,3,0,0.3,25.9,0,0,13,3.4,5.8,0,0.6,0,8.4,0.0025,0,0,11.7,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,1.7,0,4.8,0.1,0,0,0,0,0,2.6,0.709,0.03,0.536,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,5.2,0,18.6,0,175,0,119,0,0,1.05,0,0.05,0,5.5,18
"27","Achara 13-Mar-10",0,0,0,0,0,0,0,0,0,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.833,0,0,0,0,0,0,0,0,0,0,0,0,2.675,0,0,0,0,0,0,0,0,0,0,0,0,2.05208,0.09424,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,0.33,0,0,0
"28","Achara 13-Mar-15",0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,36.4,0,0,18,0,8.3,0,0,0,0,0,0,0,11.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0.93,0.012,0,0.012,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.7,1.13,2.46,0.03,0,8,0
"29","Achara 13-May-11",0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,35.1,0,0,8,2.6,0,0,0,0,4.9,0,0,0,7.4,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,5.8,0,0,0,0,0,0,2.5,0.99,0.025,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.276,0,17,14
"30","Achara 13-May-16",0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,27,0,0,12,3.6,9.2,0,0,0,0,0,0,0,8.7,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,6.6,0,0,0,0,0,0,0,1.11,0.038,0,0.03,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,94.6,1.67,0,0.071,0,18,0
"31","Achara 13-Nov-10",0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.527,0,0,0,0,0,0,0,0,0,0,0,0,1.44188,0.0304,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
"32","Achara 13-Oct-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Achara 13-Oct-11",0,0,0,0,0,0,0,0,0,0.097,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,1.7,0,0,28.4,0,0,10,3.4,8.6,0,0,0,2.2,0,0,0,9.1,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,4.8,0,0,0,0,0,0,1.3,1.02,0.014,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0.148,0,13,15
"34","Achara 14-Jul-11",0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,4.2,0,0,31.3,0,0,8,2.6,7.3,0,0,0,3.8,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,0,0,0,0,0,0,16.9,1.12,0.01,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.11,0,23,6
"35","Achara 14-Jun-13",0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.4,0,0,0,1.8,11.2,0,0,0,1.4,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.4,0,0.02,0,0,0,0,0,1.02,0.051,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0.112,0,21,5
"36","Achara 14-Mar-13",0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,48.4,0,0,0,3.2,12.9,0,0,0,1.1,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.1,0,0,0,0,0,0,0,1.07,0.02,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0.037,0,8,5
"37","Achara 14-Oct-10",0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.806,0,0,0,0,0,0,0,0,0,0,0,0,3.548,0,0,0,0,0,0,0,0,0,0,0,0,3.50978,0.0152,2.12,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0.69,0,0,0
"38","Achara 14-Sep-11",0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,2,0,0,32.1,0,0,0,1.9,8.6,0,0,0,3.9,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,5.2,0,0,0,0,0,0,1.3,1.03,0.011,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0.124,0,22,14
"39","Achara 15-Dec-11",0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.015,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,8,5
"40","Achara 15-Feb-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,34.2,0,0,0,3,9.6,0,0,0,1.6,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.5,0,0,0,0,0,0,1.7,1,0.013,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0.042,0,3,5
"41","Achara 15-Feb-14",0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,41,0,0,5,0,13.4,0,0,0,0,0,0,0,15.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,1.22,0.016,0,0.018,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0.046,0,1,0
"42","Achara 15-Jan-09",0,0,0,0,0,0,0,0,0,0.552,0.034,0,0,0.5,0,0,0,0,0,0,0,0,0,134.2,2.3,0,0.3,47.4,0,0,7,3,11.9,0,0.5,0,2.4,0.0025,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,0,7.1,0.18,0,0,0,0,0,1,1.377,0.003,0.61,0.1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,10.9,0,31.1,0,16090,0,206,0,0,1.99,0,0.13,0,6.5,26
"43","Achara 15-Jan-16",0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,37.9,0,0,5,0,11.8,0,0,0,0,0,0,0,12.6,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0.94,0.018,0,0.016,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,110.6,1.24,0,0.037,0,5,0
"44","Achara 15-Mar-12",0,0,0,0,0,0,0,0,0,0.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.017,0.14,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0.072,0,4,0
"45","Achara 15-May-10",0,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.084,0,0,0,0,0,0,0,0,0,0,0,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0.8249,0.04864,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0.15,0,0,0
"46","Achara 15-May-15",0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,41.9,0,0,17,2.5,12.4,0,0,0,0,0,0,0,8.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,1.71,0.108,0,0.017,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.8,2.07,2.39,0.022,0,17,0
"47","Achara 15-Nov-13",0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,44.1,0,0,0,3.8,14.5,0,0,0,1.5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,9.8,0,0.03,0,0,0,0,0,1.18,0.054,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0.094,0,7,5
"48","Achara 15-Oct-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
