"","measure","Year","Waterway_1","Waterway_2","Waterway_3","Waterway_4"
"56","Anionic active surfactants","2007","0.211625660919054","0.395303046139826","0","0"
"57","Anionic active surfactants","2008","0.0249638669944968","0.0747463308339104","0","0"
"58","Anionic active surfactants","2009","0.0532240899821957","0.0895392934467079","33.4876266559454","-0.0311063218390805"
"59","Anionic active surfactants","2010","0.0654792383296588","0.0360018528389421","0.855346526956792","0.0644656372028541"
"60","Anionic active surfactants","2011","-0.0639864714893977","-0.110960031560003","100+","-0.090633608815427"
"61","Anionic active surfactants","2012","0","100+","100+","0"
"62","Anionic active surfactants","2013","34.270931135448","0","100+","0"
"63","Anionic active surfactants","2014","73.0552160082821","0","100+","0"
"64","Anionic active surfactants","2015","100+","0","-0.0832881906825569","0"
"65","Anionic active surfactants","2016","47.1412077950184","-0.0433503836317135","0","100+"
"66","Anthracene","2008","0.12845553353308","0","0","0"
"67","Anthracene","2009","-0.00152670095231813","0","-0.4875","0"
"68","AOX","1998","0","0","0","0"
"69","AOX","2008","100+","100+","0","0"
"70","AOX","2009","-0.0256408572663744","-0.0416664983296795","0","0"
"71","AOX","2010","100+","0","0","0"
"72","AOX","2013","0.0491660981979219","0","0","0"
"73","AOX","2016","-0.0179476767074122","0","0","0"
"74","Arsenic","1998","0","0","0","0"
"75","Arsenic","2004","100+","100+","0","0"
"76","Arsenic","2008","100+","100+","0","0"
"77","Arsenic","2009","0.0475953839406858","0.104962616595843","0","-0.251231527093596"
"78","Arsenic","2010","0.0621677875901135","0.0574913611047883","0","0"
"79","Arsenic","2011","100+","100+","0","0.333333333333333"
"80","Arsenic","2012","100+","100+","0","0"
"81","Arsenic","2013","100+","100+","0","0"
"82","Arsenic","2014","100+","0.011287703487192","0","0.0749650665783674"
"83","Arsenic","2015","0.0427832057863018","0.0400452724949629","100+","0.223753710127866"
"84","Arsenic","2016","0.0267328183208401","0.00390772691020593","0","0.00419255657916159"
"85","Atrazine","1998","0","0","0","0"
"86","Atrazine","1999","0","100+","0","0"
"87","Atrazine","2000","68.5718643012761","18.9383928571429","0","0"
"88","Atrazine","2001","0.0803350970017637","0.113647342995169","0","0"
"89","Atrazine","2002","-0.0476923076923077","-0.0763461538461539","0","0"
"90","Atrazine","2003","0","0","0","0"
"91","Atrazine","2004","100+","100+","0","0"
"92","Atrazine","2005","100+","100+","0","0"
"93","Atrazine","2006","0.157858426103461","0.243735672760225","0","0"
"94","Atrazine","2007","0.026013618333197","0.0776850232685172","0","0"
"95","Atrazine","2008","0.407407407407407","0.396396396396396","0","0"
"96","Atrazine","2009","0","0","0","0"
"97","Atrazine","2010","0","0","0","0"
"98","Atrazine","2012","-0.230723076923077","-0.285657142857143","0","0"
"99","Atrazine","2013","-0.0204040816326531","0","0","0"
"100","Atrazine","2014","11.0349634191019","34.8852535980913","0","0"
"101","Atrazine","2015","0","0","-0.0831666666666667","0"
"102","Atrazine","2016","0","0","0","0"
"103","Barium","2008","0.0891048186493692","0.0656068233959179","0","0"
"104","Barium","2009","0.233173921410734","0.27220480624137","0","0"
"105","Barium","2012","-0.121179108248074","-0.0788544083604567","0","0"
"106","Benzo(a)anthracene","2008","0.0164123176456978","0","0","0"
"107","Benzo(a)anthracene","2009","-0.00245098039215686","0","0.75","0"
"108","Benzo(a)pyrene","2003","0","0","0","0"
"109","Benzo(a)pyrene","2008","0.192062956124154","0","0","0"
"110","Benzo(a)pyrene","2009","-0.0529411764705882","-0.6","0","0"
"111","Benzo(b)fluoranthene","2003","0","0","0","0"
"112","Benzo(b)fluoranthene","2008","0.235084450614707","0","0","0"
"113","Benzo(b)fluoranthene","2009","-0.0529411764705882","8.36785714285714","0.05","0"
"114","Benzo(g,h,i)perylene","2003","0","0","0","0"
"115","Benzo(g,h,i)perylene","2009","1","1.33333333333333","0","0"
"116","Benzo(k)fluoranthene","2003","0","0","0","0"
"117","Benzo(k)fluoranthene","2008","0.191866379503747","0","0","0"
"118","Benzo(k)fluoranthene","2009","-0.0529411764705882","-0.6","-0.0454545454545455","0"
"119","Berilium","2012","0","0","0","0"
"120","beta-Hexaxchlorocyclohexane","2005","13.5296351381788","50.6432017997769","0","0"
"121","beta-Hexaxchlorocyclohexane","2006","0.640790422485641","0.88277550303233","0","0"
"122","beta-Hexaxchlorocyclohexane","2007","0.0401924272114202","-0.0282947064290534","0","0"
"123","Bicarbonates","1999","-0.0139748697598907","0.00958537441650919","0","0"
"124","Bicarbonates","2000","0.0129692673962974","0.0123563320108077","0","0"
"125","Bicarbonates","2001","0.0130777250970996","-0.00207896148562173","0","0"
"126","Bicarbonates","2002","0.022654965488595","0.0337075089361724","0","0"
"127","Bicarbonates","2003","0.0255340802532679","0.0402146955974021","0","0"
"128","Bicarbonates","2004","0.0153579347362377","0.14271437119947","0","0"
"129","Bicarbonates","2005","0.0209940558608476","0.0713620959393239","0","0"
"130","Bicarbonates","2006","0.00356256633594716","0.0069215183882164","0","0"
"131","Bicarbonates","2007","0.0123953899666555","0.00696437405218787","0","0"
"132","Bicarbonates","2008","0.00588466449192481","0.00835205683697668","0","0"
"133","Bicarbonates","2009","0.00853370393143278","0.00557835678321303","0.0120514581053785","0.0816371138134374"
"134","Bicarbonates","2010","0.00336537151334654","0","0.00836685465322967","0"
"135","Bicarbonates","2011","-0.000585316374082338","-0.0029176729048691","0.0164031613548492","0.0486835650195174"
"136","Bicarbonates","2012","0.00194359479565961","0","0.00894148356577237","0"
"137","Bicarbonates","2013","0.0144309434408528","0","0.174507970800837","0"
"138","Bicarbonates","2014","0.00587051316810921","0.0153082958031318","0.0690201094340996","0.0105481497170924"
"139","Bicarbonates","2015","0.00485480924721767","0.00221923532983396","0.0453009753836572","0.0522758955720002"
"140","Bicarbonates","2016","0.00203372711068247","-0.00414675545734694","0.0145059933670136","-0.00071860321029053"
"141","Biochemical Oxygen","1998","100+","0.0160085624599148","0","0"
"142","Biochemical Oxygen","1999","100+","0.046647102492495","0","0"
"143","Biochemical Oxygen","2000","0.0219034238827145","0.0400534603501193","0","0"
"144","Biochemical Oxygen","2001","0.0314679669890872","-0.0054903769684563","0","0"
"145","Biochemical Oxygen","2002","0.0984319092005022","0.0565925788382595","0","0"
"146","Biochemical Oxygen","2003","0.111111453354389","0.0506850823863978","0","0"
"147","Biochemical Oxygen","2004","0.0574585735237641","0.0903972708058118","0","0"
"148","Biochemical Oxygen","2005","35.3565599281979","0.0982276539657129","0","0"
"149","Biochemical Oxygen","2006","0.0940112283620121","0.168290869082024","0","0"
"150","Biochemical Oxygen","2007","0.0615778095103134","0.125476616189878","0","0"
"151","Biochemical Oxygen","2008","0.0618500916142566","100+","0","0"
"152","Biochemical Oxygen","2009","0.0401102403546712","0.0455816486318832","100+","0.0482665970078733"
"153","Biochemical Oxygen","2010","0.0418547405032937","0.252781410249665","0.178050343774022","0.17028885052581"
"154","Biochemical Oxygen","2011","100+","100+","0.367513261860575","0.133294671011011"
"155","Biochemical Oxygen","2012","100+","100+","0.496309144271464","0.189741044046219"
"156","Biochemical Oxygen","2013","100+","100+","0.509020975209627","0.127422323983754"
"157","Biochemical Oxygen","2014","100+","100+","0.380262114652412","0.0991917522493148"
"158","Biochemical Oxygen","2015","100+","98.8153578665892","0.756277884971969","0.453290808170858"
"159","Biochemical Oxygen","2016","0.056304018076078","70.3757825559787","1.86603034045783","0.13806019191447"
"160","Boron","2012","-0.0262768346380312","0.0474747474747475","0","0"
"161","Cadmium","1998","100+","0.0854808179453511","0","0"
"162","Cadmium","1999","100+","100+","0","0"
"163","Cadmium","2000","7.11197130943662","0.976900498955039","0","0"
"164","Cadmium","2001","2.14280952444421","1.27417173242372","0","0"
"165","Cadmium","2002","0.667318008348402","0.417082819275403","0","0"
"166","Cadmium","2003","1.22349186415263","1.06021783890981","0","0"
"167","Cadmium","2004","100+","0.535425593313689","0","0"
"168","Cadmium","2005","2.23210928213833","3.74521814615178","0","0"
"169","Cadmium","2006","2.37803226911673","1.14501153321165","0","0"
"170","Cadmium","2007","1.69371247110397","2.03556021799383","0","0"
"171","Cadmium","2008","1.29442726429814","0.561189178266272","0","0"
"172","Cadmium","2009","0.0262847336018186","0.689079342681255","0","0"
"173","Cadmium","2010","1.23930211271037","0.0256496295194264","0.222222222222222","11.2666666666667"
"174","Cadmium","2011","75.1259638529623","99.8349368438157","0","5.71563610112237"
"175","Cadmium","2012","100+","100+","0","100+"
"176","Cadmium","2013","100+","-0.0833","0","100+"
"177","Cadmium","2014","100+","100+","0","100+"
"178","Cadmium","2015","52.7441602167183","47.4500131578947","0","0.201464646464647"
"179","Cadmium","2016","100+","100+","0","0"
"180","Calcium","1998","0.00706432141714171","0.000469862638494005","0","0"
"181","Calcium","1999","0.0199271123274669","0.0237354346699188","0","0"
"182","Calcium","2000","0.00294570162061049","0.00312397190663255","0","0"
"183","Calcium","2001","0.00882542138651507","3.79400400804829e-05","0","0"
"184","Calcium","2002","0.0123021450297403","0.00367098665315344","0","0"
"185","Calcium","2003","0.0206979269502238","0.0464399307416474","0","0"
"186","Calcium","2004","0.0314082872565427","0.0278543899957942","0","0"
"187","Calcium","2005","0.0180956529061991","0.0285623778776708","0","0"
"188","Calcium","2006","0.0178795130209847","0.0120970320059024","0","0"
"189","Calcium","2007","0.00803566860145571","0.0251087036508281","0","0"
"190","Calcium","2008","0.00660567022241336","0.0118985872386707","0","0"
"191","Calcium","2009","0.00934959971446597","0.00898550918129799","0","0.0531710007455058"
"192","Calcium","2010","0.0104360907417391","0.0165551882558732","0","0.0456666312913122"
"193","Calcium","2011","0.563796112410485","0.00667074494437343","0","0.101259941572821"
"194","Calcium","2012","0.0136744027790395","0.00469206512690418","0","0.023595407648343"
"195","Calcium","2013","0.0110046709901178","0.020148490942119","0.150838779989896","0.0360021395047724"
"196","Calcium","2014","0.0110888108145142","0.0133270970055907","0.096621542785881","0.0883603461816693"
"197","Calcium","2015","0.0084806019520845","0.00259001894000642","0.0197575362424396","0.0481699991054462"
"198","Calcium","2016","0.0344441153624193","0.00876954493229012","0.0165587424553343","-0.00060884079466195"
"199","Carbonates","2005","-0.0632911418442556","0.0677966063391748","0","0"
"200","Carbonates","2007","-0.238753817082266","-0.340149303509875","0","0"
"201","Carbonates","2008","0.0388993153650857","0.0484242713232843","0","0"
"202","Carbonates","2015","0","0","0","0"
"203","Cesium","1998","98.0196088235294","0","0","0"
"204","Chemical Oxygen Demand (Cr)","1998","100+","100+","0","0"
"205","Chemical Oxygen Demand (Cr)","1999","100+","100+","0","0"
"206","Chemical Oxygen Demand (Cr)","2000","0.045332101034105","0.0829844494533764","0","0"
"207","Chemical Oxygen Demand (Cr)","2001","0.0306808555481734","0.0243495460812912","0","0"
"208","Chemical Oxygen Demand (Cr)","2002","0.115950544088737","0.106025713249995","0","0"
"209","Chemical Oxygen Demand (Cr)","2003","0.0737296262791424","0.329550249981151","0","0"
"210","Chemical Oxygen Demand (Cr)","2004","0.0223598233313796","0.0227626616041325","0","0"
"211","Chemical Oxygen Demand (Cr)","2005","100+","0","0","0"
"212","Chemical Oxygen Demand (Cr)","2006","0.109121442403252","0.136529567221147","0","0"
"213","Chemical Oxygen Demand (Cr)","2007","0.0219601221858304","0.0322351483820407","0","0"
"214","Chemical Oxygen Demand (Cr)","2008","0.00677211313514952","0.022982831437852","0","0"
"215","Chemical Oxygen Demand (Cr)","2009","0.0125822615789376","0.0420090680970156","0.191259766744974","0.138436815385048"
"216","Chemical Oxygen Demand (Cr)","2010","0.0176916344364443","0.0325264100735613","0.224786407060715","0.118432759579913"
"217","Chemical Oxygen Demand (Cr)","2011","100+","100+","0.0778905282441361","0.0491952637712696"
"218","Chemical Oxygen Demand (Cr)","2012","100+","100+","0.529809503697908","100+"
"219","Chemical Oxygen Demand (Cr)","2013","0.0109135093205732","100+","1.26467948363645","0.425847825790945"
"220","Chemical Oxygen Demand (Cr)","2014","0.0134663913797514","100+","0.943639680713705","0.197725621182162"
"221","Chemical Oxygen Demand (Cr)","2015","0.030993678722469","0.0456604838636255","1.04777816937078","0.0103416777786517"
"222","Chemical Oxygen Demand (Cr)","2016","0.0166217984211212","0.109389550207515","0.99248773354395","0.170131085410218"
"223","Chemical Oxygen Demand (Mn)","1998","0.00284808432728264","0.0835617070041036","0","0"
"224","Chemical Oxygen Demand (Mn)","1999","0.109932982774165","0.10416561017974","0","0"
"225","Chemical Oxygen Demand (Mn)","2000","0.00674576968155201","0.00596827289533199","0","0"
"226","Chemical Oxygen Demand (Mn)","2001","0.0323141788842287","0.00763577484766096","0","0"
"227","Chemical Oxygen Demand (Mn)","2002","0.0431449548146825","0.0596715488418557","0","0"
"228","Chemical Oxygen Demand (Mn)","2003","0.0540026447525799","0.20939297176877","0","0"
"229","Chemical Oxygen Demand (Mn)","2004","0.0248393488644557","0.0584355716425596","0","0"
"230","Chemical Oxygen Demand (Mn)","2005","0.0327598259588496","0.054608620375723","0","0"
"231","Chemical Oxygen Demand (Mn)","2006","0.0499795237720564","0.250726957473079","0","0"
"232","Chemical Oxygen Demand (Mn)","2007","0.0628845012769263","0.0383915892042884","0","0"
"233","Chemical Oxygen Demand (Mn)","2008","0.0208391998369653","0.0278023363562867","0","0"
"234","Chemical Oxygen Demand (Mn)","2009","0.0223006023765344","100+","100+","0.059678079964536"
"235","Chemical Oxygen Demand (Mn)","2010","0.0271234061658962","0.0411097209471193","0.121306376360809","0.111041456782491"
"236","Chemical Oxygen Demand (Mn)","2011","0.0133352373320012","0.0285896715280874","-0.16504854368932","-0.0114650435134181"
"237","Chemical Oxygen Demand (Mn)","2012","0.0412470132378671","0.1242966703786","0","0.228686305943504"
"238","Chemical Oxygen Demand (Mn)","2013","0.023621015481235","0.055204397184834","0.101041652470649","0.120035138738292"
"239","Chemical Oxygen Demand (Mn)","2014","0.0424723009871371","0.137978237662126","0.262779983759074","0.127030717764717"
"240","Chemical Oxygen Demand (Mn)","2015","0.0314634981797603","0.0388414323704886","0.0278204578865732","0.186276699848513"
"241","Chemical Oxygen Demand (Mn)","2016","0.0174050415677644","0.0615309884112922","0.247233512978693","0.110762085281065"
"242","Chlorides","1998","0.0057352673778215","-0.0206618786073713","0","0"
"243","Chlorides","1999","0.0460908806696722","0.0576732308371245","0","0"
"244","Chlorides","2000","0.0110368069652442","0.0211339409003765","0","0"
"245","Chlorides","2001","0.0182731816692681","0.016944995097632","0","0"
"246","Chlorides","2002","0.0269407983555931","0.167129244033984","0","0"
"247","Chlorides","2003","0.0241340698037134","0.0201842640961669","0","0"
"248","Chlorides","2004","0.0150793999842894","0.0163683339430328","0","0"
"249","Chlorides","2005","0.0402399258452189","0.199801028200411","0","0"
"250","Chlorides","2006","0.0095765007594126","100+","0","0"
"251","Chlorides","2007","0.0365425956422499","0.0272542538474832","0","0"
"252","Chlorides","2008","0.0127726718972292","0.0185573667340384","0","0"
"253","Chlorides","2009","0.0185476638065128","0.0995597774772875","-0.0189005070029891","0.865790784986575"
"254","Chlorides","2010","0.00728660506596862","0.0272493259072678","0.0819245073196072","0.181741727971019"
"255","Chlorides","2011","0.0118928623054634","0.0375412637792277","-0.00417580051111084","0.291425627271311"
"256","Chlorides","2012","0.0264903880094231","0.0444268382840601","0.0684193550286742","0.131317379971151"
"257","Chlorides","2013","0.0312478892843088","0.279640205114907","0.143545094645906","0.3381791328951"
"258","Chlorides","2014","-0.000430294133203976","0.12192310363596","0.0413654314079867","0.314144366761603"
"259","Chlorides","2015","0.0278425291400739","0.122768862895093","-0.00220620807042616","0.250362376389111"
"260","Chlorides","2016","0.0319537616200261","0.0568665306231641","0.048313131983205","-0.0123866629450074"
"261","Chlorodinine","2014","0.0115015932304066","0.0170480354807652","0","0"
"262","Chlorodinine","2015","0.011875947368118","0.0142557888740795","0","0"
"263","Chlorodinine","2016","11.8478158336481","0.918338891985575","0","0"
"264","Chromium","1998","100+","0.143610022560344","0","0"
"265","Chromium","1999","0.225946227391748","0.450160514461751","0","0"
"266","Chromium","2000","1.11723941379534","0.93589781320285","0","0"
"267","Chromium","2001","0.422389334601841","0.147882577325898","0","0"
"268","Chromium","2002","1.65264318954461","0.826285691746921","0","0"
"269","Chromium","2003","1.33433453117998","1.20353587793859","0","0"
"270","Chromium","2004","0.628379319528397","0.404431400413373","0","0"
"271","Chromium","2005","0.774333023708899","1.01691169276777","0","0"
"272","Chromium","2006","2.34138127007487","1.03924579295206","0","0"
"273","Chromium","2007","0.771467123467586","0.534536876955154","0","0"
"274","Chromium","2008","0.239373435301341","0.36615807137855","0","0"
"275","Chromium","2009","0.389480855731909","100+","0.372619047619048","0.00383977907197722"
"276","Chromium","2010","0.430931392444099","0.214185096765688","0.208733738108738","0.0128057548512094"
"277","Chromium","2011","100+","100+","2.56","0.0936900727472687"
"278","Chromium","2012","100+","100+","0","100+"
"279","Chromium","2013","100+","0","0","100+"
"280","Chromium","2014","100+","100+","0","100+"
"281","Chromium","2015","100+","100+","0","100+"
"282","Chromium","2016","0.136971798817017","0.158511587141642","0","0"
"283","Chrysene","2008","0","0","0","0"
"284","Chrysene","2009","0","0","0","0"
"285","Copper","1998","100+","1.69925699759014","0","0"
"286","Copper","1999","0.180707182910282","0.407245223726833","0","0"
"287","Copper","2000","0.922062179325351","0.755447196844929","0","0"
"288","Copper","2001","0.245610983157394","0.430819868554884","0","0"
"289","Copper","2002","0.616435046537241","100+","0","0"
"290","Copper","2003","2.01964990015827","1.16479856951289","0","0"
"291","Copper","2004","0.453775965453636","0.375061417657842","0","0"
"292","Copper","2005","0.501829046053958","0.43157079830363","0","0"
"293","Copper","2006","2.19320532231569","2.69523077012798","0","0"
"294","Copper","2007","0.313673618860018","0.295432541910923","0","0"
"295","Copper","2008","0.188641894591424","0.0836824343766871","0","0"
"296","Copper","2009","0.176420873692724","0.366254163419681","-0.243081976248044","53.4260897435897"
"297","Copper","2010","0.231771605134111","0.264881649264255","0.520369840647485","1.40492631575335"
"298","Copper","2011","0.190282275519026","0.26941386150544","0.236928802660316","0.113323201620305"
"299","Copper","2012","100+","0.16484359149818","-0.557713052858684","100+"
"300","Copper","2013","0.0953299589774047","100+","0","0.409231804827551"
"301","Copper","2014","0.228708597629493","0.308333457127861","0","0.119102817471935"
"302","Copper","2015","0.0637067359849164","0.0625503649260957","0","0.29413305870826"
"303","Copper","2016","0.0706975679421066","0.114238921572532","0","0"
"304","Cyanides","2008","0.0133565645533191","0.234219899836974","0","0"
"305","Cyanides","2009","0.0254825185888309","0","0","0"
"306","Cyanides","2010","0.0664583333333333","0.123116560056859","0","0.366657036040349"
"307","Cyanides","2011","0","0","0","-0.0833314564564565"
"308","Cyanides","2012","-0.48843085106383","-0.489651639344262","0","100+"
"309","Dieldrin","2005","100+","100+","0","0"
"310","Dieldrin","2006","2.32693263494256","2.82908670719987","0","0"
"311","Dieldrin","2007","0.661913965325406","0.217975969511426","0","0"
"312","Dieldrin","2009","0.666666666666667","1.33333333333333","0","0"
"313","Dissolved organic carbon","2008","-0.0216374224662188","-0.0193470814026395","0","0"
"314","Dissolved organic carbon","2014","0","0","0.00982704454675486","0"
"315","Dissolved oxygen","1998","0.0106169606012925","-0.00841145157712185","0","0"
"316","Dissolved oxygen","1999","100+","100+","0","0"
"317","Dissolved oxygen","2000","0.0258285339356396","0.0251100775732244","0","0"
"318","Dissolved oxygen","2001","0.00919997810077288","0.00286333628624006","0","0"
"319","Dissolved oxygen","2002","0.00975483234588945","0.00312396283305624","0","0"
"320","Dissolved oxygen","2003","0.0143410539654026","0.0359597677749091","0","0"
"321","Dissolved oxygen","2004","0.00694428783203184","0.0138174615119866","0","0"
"322","Dissolved oxygen","2005","0.00349866967075459","-0.00302283714951403","0","0"
"323","Dissolved oxygen","2006","0.0375140679632115","0.028545719306954","0","0"
"324","Dissolved oxygen","2007","0.00747930993045586","0.00568202739812802","0","0"
"325","Dissolved oxygen","2008","0.00650435147333735","0.00301576697561523","0","0"
"326","Dissolved oxygen","2009","0.00503242046143799","0.011081989583523","0.0410953851973881","0.0159634627996936"
"327","Dissolved oxygen","2010","0.0113435176242565","0.00690285834328961","0.0654205904996176","0.00382461417567486"
"328","Dissolved oxygen","2011","0.00787146969850034","0.0103046132208702","0.00327496876644446","0.0515638713047573"
"329","Dissolved oxygen","2012","0.00976882329441311","0.00301205581330441","0.00526294663658828","0.00595189462067866"
"330","Dissolved oxygen","2013","0.0382794251788783","100+","0.140117225951399","0.00375531379961901"
"331","Dissolved oxygen","2014","0.00816643157366419","0.00903177661447202","0.149303895526948","0.0248331552940945"
"332","Dissolved oxygen","2015","0.00838093554412576","0.00126806439910164","0.0164337374626348","0.0214993882422634"
"333","Dissolved oxygen","2016","0.010416468267517","0.104017423860361","0.0276859932562844","0.00453759191556096"
"334","Dissolved silicates","2008","0","0","0","0"
"335","Dissolved silicates","2009","0","0.0445610972551589","0.202963580113233","0.0452625285484944"
"336","Dissolved silicates","2010","0","0.0337391396258849","1.9513517232958","0.0698547485767241"
"337","Dissolved silicates","2011","0","100+","0","0"
"338","Dissolved silicates","2013","0.030632889176644","0.0278312288690737","0","0"
"339","Dissolved silicates","2014","0.0186012106612412","0.114100805335878","0","0.146926644611637"
"340","Dissolved silicates","2015","0.0102761612967361","0.0908553591915222","0","0"
"341","Dissolved silicates","2016","0","0.170087073555323","0","0"
"342","Endosulfan (alpha)","2005","100+","100+","0","0"
"343","Endosulfan (alpha)","2006","30.773334394381","73.0760315819482","0","0"
"344","Endosulfan (alpha)","2007","0.164936697266365","0.113438291598155","0","0"
"345","Endosulfan (beta)","2005","50.6492572652409","100+","0","0"
"346","Endosulfan (beta)","2006","21.89107946289","44.9771514379472","0","0"
"347","Endosulfan (beta)","2007","0.510238621295336","0.26607089753217","0","0"
"348","Endrin","2005","100+","100+","0","0"
"349","Endrin","2006","2.78704526050304","5.1552736020943","0","0"
"350","Endrin","2007","1.08048520750606","0.806015548428178","0","0"
"351","Endrin","2008","0.228571428571429","0","0","0"
"352","Endrin","2009","0.747692307692308","9.06666666666666","0","0"
"353","Fecal coliforms","1998","6.95480646300613","39.0659457671958","0","0"
"354","Fecal coliforms","1999","100+","16.3328537111137","0","0"
"355","Fecal coliforms","2000","14.6225159751","12.5797611220854","0","0"
"356","Fecal coliforms","2001","14.6417653763302","3.99086706830584","0","0"
"357","Fecal coliforms","2002","11.004743467033","60","0","0"
"358","Fecal coliforms","2003","14.3685336621997","2.51849288107425","0","0"
"359","Fecal coliforms","2004","3.36493594728733","-0.364646464646465","0","0"
"360","Fecal coliforms","2005","9.23115375292894","6.27579354197001","0","0"
"361","Fecal coliforms","2006","0.866560160374896","0","0","0"
"362","Fecal coliforms","2007","12.6550784262999","31.8477273626767","0","0"
"363","Fecal coliforms","2008","43.5295917580606","100+","0","0"
"364","Fecal coliforms","2009","100+","100+","0","0"
"365","Fecal coliforms","2010","4.65065092416814","0.101709401709402","0","0"
"366","Fecal coliforms","2011","3.26102877982539","0","0","0"
"367","Fecal coliforms","2012","0.671496057424569","0","0","0"
"368","Fecal coliforms","2013","0.271126959821415","0","0","0"
"369","Fecal streptococci","1999","4.71392905074348","80.7915763888889","0","0"
"370","Fecal streptococci","2000","3.3479066255382","3.13900240883","0","0"
"371","Fecal streptococci","2001","3.32008797653959","0.611809371184371","0","0"
"372","Fecal streptococci","2002","1.0989417989418","-0.475","0","0"
"373","Fecal streptococci","2003","100+","100+","0","0"
"374","Fecal streptococci","2004","6.68590322888506","1.39227053140097","0","0"
"375","Fecal streptococci","2005","37.7393794847784","1.36895382395382","0","0"
"376","Fecal streptococci","2006","22.1872330292591","0","0","0"
"377","Fecal streptococci","2007","100+","100+","0","0"
"378","Fecal streptococci","2008","22.4997766040536","13.2105740199156","0","0"
"379","Fecal streptococci","2009","17.4455306419055","48.3245291932809","0","0"
"380","Fecal streptococci","2010","4.49995917306507","1.27276105536975","0","0"
"381","Fecal streptococci","2011","38.6080008559549","0","0","0"
